client_rank_approx,company_code,company_name,our_rank,our_score,disclosure_rate,category
128,601222.SH,林洋能源,226,25.63,40.0,stable_like
129,000155.SZ,川能动力,255,24.31,38.75,stable_like
130,002074.SZ,国轩高科,102,32.09,48.75,stable_like
131,688517.SH,金冠电气,45,38.54,65.0,stable_like
132,605222.SH,起帆电缆,196,26.89,36.25,stable_like
133,920185.BJ,贝特瑞,499,10.28,28.75,client_top200_to_our_bottom_half
134,600452.SH,涪陵电力,524,8.28,16.25,client_top200_to_our_bottom_half
135,002506.SZ,协鑫集成,130,30.34,61.25,stable_like
136,601985.SH,中国核电,65,35.97,61.25,stable_like
137,688005.SH,容百科技,81,33.64,63.75,stable_like
138,002358.SZ,森源电气,373,17.4,32.5,stable_like
139,301266.SZ,宇邦新材,346,18.62,27.5,stable_like
140,301386.SZ,未来电器,233,25.39,56.25,stable_like
141,600475.SH,华光环能,179,27.97,42.5,stable_like
142,300457.SZ,赢合科技,449,13.94,20.0,client_top200_to_our_bottom_half
143,603318.SH,水发燃气,205,26.49,37.5,stable_like
144,600379.SH,宝光股份,182,27.93,40.0,stable_like
145,603393.SH,新天然气,250,24.68,28.75,stable_like
146,601012.SH,隆基绿能,37,39.23,67.5,stable_like
147,002580.SZ,圣阳股份,338,19.49,31.25,stable_like
148,002364.SZ,中恒电气,395,16.3,23.75,stable_like
149,01250.HK,SDHS NEW ENERGY,246,24.76,62.5,stable_like
150,300450.SZ,先导智能,113,31.21,42.5,stable_like
151,688567.SH,孚能科技,163,28.64,45.0,stable_like
152,00003.HK,HK & CHINA GAS,388,16.64,46.25,stable_like
153,688147.SH,微导纳米,462,13.13,26.25,client_top200_to_our_bottom_half
154,002709.SZ,天赐材料,82,33.63,43.75,stable_like
155,00467.HK,UNITEDENERGY GP,409,15.92,45.0,client_top200_to_our_bottom_half
156,002823.SZ,凯中精密,256,24.24,33.75,stable_like
157,300491.SZ,通合科技,299,21.88,31.25,stable_like
158,002340.SZ,格林美,301,21.67,32.5,stable_like
159,300129.SZ,泰胜风能,341,19.02,30.0,stable_like
160,688772.SH,珠海冠宇,85,33.32,43.75,stable_like
161,603507.SH,振江股份,103,32.04,57.5,stable_like
162,600346.SH,恒力石化,41,38.77,70.0,our_top50_but_client_lower
163,000883.SZ,湖北能源,402,16.05,27.5,client_top200_to_our_bottom_half
164,600635.SH,大众公用,141,29.82,57.5,stable_like
165,01635.HK,,,,,missing_from_our_universe
166,605162.SH,新中港,48,38.0,63.75,our_top50_but_client_lower
167,002533.SZ,金杯电工,238,25.23,38.75,stable_like
168,600268.SH,国电南自,158,28.96,37.5,stable_like
169,002245.SZ,蔚蓝锂芯,382,16.86,18.75,stable_like
170,600886.SH,国投电力,164,28.62,33.75,stable_like
171,688660.SH,电气风电,78,34.09,66.25,stable_like
172,03303.HK,JUTAL OIL SER,314,20.83,47.5,stable_like
173,00934.HK,SINOPEC KANTONS,465,12.88,48.75,client_top200_to_our_bottom_half
174,000682.SZ,东方电子,430,15.27,21.25,client_top200_to_our_bottom_half
175,300724.SZ,捷佳伟创,149,29.35,36.25,stable_like
176,688390.SH,固德威,131,30.23,61.25,stable_like
177,600903.SH,贵州燃气,44,38.55,68.75,our_top50_but_client_lower
178,03868.HK,XINYI ENERGY,358,18.06,48.75,stable_like
179,600871.SH,石化油服,314,20.83,45.0,stable_like
180,01033.HK,,,,,missing_from_our_universe
181,600116.SH,三峡水利,159,28.87,41.25,stable_like
182,600151.SH,航天机电,278,23.04,32.5,stable_like
183,600089.SH,特变电工,34,40.04,66.25,our_top50_but_client_lower
184,600925.SH,苏能股份,148,29.41,40.0,stable_like
185,00836.HK,CHINA RES POWER,360,17.98,48.75,stable_like
186,688733.SH,壹石通,220,25.93,41.25,stable_like
187,603689.SH,皖天然气,17,43.9,62.5,our_top50_but_client_lower
188,000937.SZ,冀中能源,354,18.16,33.75,stable_like
189,002493.SZ,荣盛石化,221,25.92,40.0,stable_like
190,601311.SH,骆驼股份,112,31.28,35.0,stable_like
191,001283.SZ,豪鹏科技,356,18.09,26.25,stable_like
192,605011.SH,杭州热电,20,43.39,68.75,our_top50_but_client_lower
193,600688.SH,上海石化,521,8.72,23.75,client_top200_to_our_bottom_half
194,00338.HK,,,,,missing_from_our_universe
195,688303.SH,大全能源,50,37.94,72.5,our_top50_but_client_lower
196,300510.SZ,金冠股份,513,9.09,22.5,client_top200_to_our_bottom_half
197,603396.SH,金辰股份,9,46.81,68.75,our_top50_but_client_lower
198,601991.SH,大唐发电,258,24.01,51.25,stable_like
199,00991.HK,,,,,missing_from_our_universe
200,000554.SZ,泰山石油,424,15.54,42.5,client_top200_to_our_bottom_half
201,02728.HK,JINTAI ENERGY H,419,15.72,40.0,stable_like
202,01623.HK,HILONG,490,10.88,38.75,stable_like
203,300751.SZ,迈为股份,292,22.24,32.5,stable_like
204,600483.SH,福能股份,49,37.96,68.75,our_top50_but_client_lower
205,603218.SH,日月股份,517,8.96,20.0,stable_like
206,600795.SH,国电电力,76,34.5,62.5,stable_like
207,601918.SH,新集能源,178,27.98,35.0,stable_like
208,601868.SH,中国能建,487,11.22,28.75,stable_like
209,03996.HK,,,,,missing_from_our_universe
210,01303.HK,HUILI RES,343,18.88,42.5,stable_like
211,600642.SH,申能股份,154,29.17,35.0,stable_like
212,002608.SZ,江苏国信,467,12.8,23.75,stable_like
213,600098.SH,广州发展,21,42.86,66.25,our_top50_but_client_lower
214,601001.SH,晋控煤业,15,44.44,62.5,our_top50_but_client_lower
215,002479.SZ,富春环保,36,39.89,52.5,our_top50_but_client_lower
216,300569.SZ,天能重工,437,14.71,27.5,stable_like
217,002459.SZ,晶澳科技,280,22.91,56.25,stable_like
218,688032.SH,禾迈股份,62,36.34,71.25,stable_like
219,600027.SH,华电国际,530,7.85,17.5,stable_like
220,01071.HK,,,,,missing_from_our_universe
221,000862.SZ,银星能源,262,23.68,25.0,stable_like
222,000543.SZ,皖能电力,326,19.92,47.5,stable_like
223,600011.SH,华能国际,478,11.88,22.5,stable_like
224,00902.HK,,,,,missing_from_our_universe
225,688779.SH,五矿新能,151,29.3,43.75,stable_like
226,00975.HK,MONGOL MINING,368,17.73,38.75,stable_like
227,920985.BJ,海泰新能,552,2.42,11.25,stable_like
