rank,company_code,company_name,esg_score,quantitative_score,qualitative_score,e_score,s_score,g_score,indicator_count,extracted_count,calculated_count,filled_count
213,688063.SH,派能科技,39.88456215985931,49.85570269982413,0,53.72065285839496,49.450538613136686,45.22250831441934,45,24,1,20
214,688597.SH,煜邦电力,39.883397871522654,49.854247339403315,0,51.57082417443911,44.71665395075333,50.91763691360396,38,19,0,19
215,000767.SZ,晋控电力,39.88299425502049,49.853742818775615,0,52.15440668927633,54.21084021070337,44.45024277776644,43,14,5,24
216,002851.SZ,麦格米特,39.88071070716103,49.850888383951286,0,51.57082417443911,47.22162214892412,49.536600543423795,39,11,0,28
217,301023.SZ,奕帆传动,39.876396420918915,49.84549552614864,0,51.57082417443911,54.91128688954135,45.7764894110606,39,22,0,17
218,01555.HK,MIE HOLDINGS,39.87314099239622,49.841426240495274,0,51.57082417443911,47.04144807043,49.24188383318291,37,1,0,36
219,603556.SH,海兴电力,39.86221381681068,49.82776727101334,0,51.57082417443911,52.12458405490031,47.2271963856969,38,20,0,18
220,301388.SZ,欣灵电气,39.854811249781875,49.81851406222734,0,51.57082417443911,54.61011942594116,45.875096947391626,40,25,0,15
221,300332.SZ,天壕能源,39.85476339774059,49.81845424717574,0,51.57082417443911,52.80132012094437,46.18521012534451,38,13,0,25
222,002606.SZ,大连电瓷,39.85353882003307,49.81692352504134,0,51.57082417443911,47.71683094399886,49.269721677666936,39,15,0,24
223,000968.SZ,蓝焰控股,39.852007644623136,49.815009555778914,0,51.57082417443911,44.41202548681972,51.303288682975825,38,11,0,27
224,603530.SH,神马电力,39.85124732601266,49.81405915751582,0,51.57082417443911,47.88648236725722,49.25542152788603,39,22,0,17
225,300191.SZ,潜能恒信,39.85100531369379,49.813756642117234,0,51.57082417443911,51.12841920875755,47.05572765978187,39,13,0,26
226,002028.SZ,思源电气,39.84825386564484,49.81031733205605,0,52.031217598561895,42.80612187523236,51.501032821755174,41,16,1,24
227,600863.SH,华能蒙电,39.838236942572394,49.797796178215485,0,51.57082417443911,45.47915653293978,50.37433590655338,38,20,0,18
228,688349.SH,三一重能,39.83527436209984,49.794092952624794,0,51.57082417443911,47.960434647452054,48.884267588860816,39,8,0,31
229,603344.SH,星德胜,39.83104892032162,49.78881115040202,0,51.57082417443911,44.884600563170665,50.560289399542945,38,20,0,18
230,688155.SH,先惠技术,39.81561210752661,49.76951513440826,0,51.57082417443911,50.68436242249088,47.730644881020815,38,19,0,19
231,600027.SH,华电国际,39.79960092554621,49.74950115693276,0,51.57082417443911,45.6685563907817,50.31781165713564,38,7,0,31
232,03633.HK,ZHONGYU ENERGY,39.79157750013539,49.73947187516924,0,51.57082417443911,47.04144807043,48.993721485330134,38,4,0,34
233,301121.SZ,紫建电子,39.79006211435287,49.73757764294108,0,51.57082417443911,52.6429879456491,46.439001895622845,40,19,0,21
234,01205.HK,CITIC RESOURCES,39.784955186509215,49.731193983136514,0,44.3225349541552,47.04144807043,56.63641847808062,37,10,0,27
235,000966.SZ,长源电力,39.780363889344144,49.72545486168018,0,51.57082417443911,54.68395159059432,45.413991891095655,39,19,0,20
236,600188.SH,兖矿能源,39.77895141660491,49.72368927075613,0,51.57082417443911,48.85353535232358,48.169287885102534,39,10,0,29
237,601918.SH,新集能源,39.77564265041869,49.71955331302336,0,50.80403975039838,44.84922910136297,51.163820703001434,38,21,0,17
238,01921.HK,DALIPAL HLDG,39.76078166990746,49.70097708738432,0,51.57082417443911,47.11859886762262,48.94378165900889,37,4,0,33
239,08347.HK,F8 ENT,39.75633385498265,49.69541731872831,0,51.57082417443911,47.04144807043,48.91743164069052,37,5,0,32
240,00392.HK,BEIJING ENT,39.744721364196465,49.68090170524558,0,51.57082417443911,47.04144807043,48.943588827133624,37,8,0,29
241,002255.SZ,海陆重工,39.74226202123617,49.67782752654521,0,51.655759666673106,51.1365051941618,46.52817197399905,40,13,1,26
242,00836.HK,CHINA RES POWER,39.73973638445947,49.674670480574335,0,51.57082417443911,47.04144807043,48.87017619434206,39,7,0,32
243,920239.BJ,长虹能源,39.73917979169296,49.6739747396162,0,51.57082417443911,52.974601149239646,45.533694036820016,37,7,0,30
244,00002.HK,CLP HOLDINGS,39.73873249170116,49.67341561462644,0,49.59932157007405,47.04144807043,50.907268240758974,39,13,0,26
245,01600.HK,TIAN LUN GAS,39.73772601133919,49.67215751417398,0,53.00805929480386,47.04144807043,46.421492846116124,37,13,0,24
246,301222.SZ,浙江恒威,39.734090265270936,49.66761283158866,0,51.57082417443911,56.34859178955146,43.532361509851285,39,17,0,22
247,300141.SZ,和顺电气,39.73363216279324,49.667040203491545,0,51.57082417443911,51.63097415488675,46.39198909052862,39,12,0,27
248,600644.SH,乐山电力,39.71883987536496,49.648549844206194,0,51.57082417443911,43.84871573043425,50.92421139376154,40,22,0,18
249,300619.SZ,金银河,39.71310689123057,49.641383614038205,0,51.57082417443911,52.93865043836531,45.75940920120258,39,15,0,24
250,02386.HK,SINOPEC SEG,39.7114985119055,49.639373139881876,0,52.24279075411387,49.52472858426638,46.37544249182739,37,9,0,28
251,00931.HK,CHINA HK POWER,39.70786570444867,49.63483213056084,0,50.138040466677054,47.04144807043,50.216861987699744,37,10,0,27
252,01811.HK,CGN NEW ENERGY,39.69149552939638,49.61436941174547,0,51.57082417443911,47.04144807043,48.76461244322272,39,10,0,29
253,300001.SZ,特锐德,39.66572342138227,49.58215427672783,0,52.103016307595134,45.12807931064349,49.03314696852364,47,32,1,14
254,600157.SH,永泰能源,39.661946790910974,49.57743348863872,0,51.72601302881656,52.47954905062799,46.126505529032826,40,24,2,14
255,000883.SZ,湖北能源,39.65940223669614,49.57425279587017,0,51.74558012360685,47.00911292924261,48.615844553202905,41,15,3,23
256,002490.SZ,山东墨龙,39.65070946088167,49.56338682610209,0,51.57082417443911,52.74418454388463,46.246577826118134,40,23,0,17
257,301120.SZ,新特电气,39.645384598339035,49.556730747923794,0,51.57082417443911,52.89465892653045,45.677913097326446,39,14,0,25
258,300317.SZ,珈伟新能,39.636904925211894,49.54613115651486,0,51.57082417443911,50.42563274476544,46.78636778844933,38,11,0,27
259,00276.HK,MONGOLIA ENERGY,39.63573850781853,49.544673134773156,0,51.57082417443911,47.04144807043,48.404248849111376,38,2,0,36
260,01878.HK,SOUTHGOBI,39.628015065112926,49.535018831391156,0,51.57082417443911,47.04144807043,48.54121346905933,37,6,0,31
261,300953.SZ,震裕科技,39.62695518348826,49.53369397936033,0,48.55177002433885,49.103447243703826,50.90475805068454,40,14,0,26
262,601898.SH,中煤能源,39.622449139387186,49.52806142423398,0,51.57082417443911,47.23892253231332,48.64173501544869,38,8,0,30
263,000723.SZ,美锦能源,39.62031274885798,49.52539093607247,0,51.57082417443911,45.33909879642979,49.916534745058634,38,19,0,19
264,600452.SH,涪陵电力,39.61760931083229,49.52201163854036,0,51.57082417443911,46.69038110179594,48.84963053698336,39,7,0,32
265,00607.HK,FULLSHARE,39.612619715842065,49.515774644802576,0,51.57082417443911,47.04144807043,48.32324489872228,37,1,0,36
266,301238.SZ,瑞泰新材,39.611000951433084,49.513751189291355,0,51.57082417443911,47.805788158144345,48.376531696450094,39,13,0,26
267,002629.SZ,仁智股份,39.61015620147614,49.512695251845166,0,51.615213782961064,51.98883654567937,46.20968688680407,39,16,1,22
268,02728.HK,JINTAI ENERGY H,39.5993478549658,49.49918481870725,0,51.57082417443911,47.04144807043,48.51550097847536,37,9,0,28
269,01621.HK,VICO INTL HLDGS,39.59375141310654,49.49218926638317,0,51.57082417443911,47.04144807043,48.325118573238846,37,3,0,34
270,002857.SZ,三晖电气,39.59326985707229,49.49158732134036,0,51.57082417443911,51.97746221823679,45.81373986030691,38,11,0,27
271,300040.SZ,九洲集团,39.58404658457991,49.480058230724886,0,51.57082417443911,53.0830705210044,45.83063574259258,39,22,0,17
272,600635.SH,大众公用,39.58246439457146,49.47808049321432,0,48.39317483080592,51.22710104944652,49.608423643201334,45,26,3,16
273,00006.HK,POWER ASSETS,39.575331819524536,49.46916477440567,0,51.57082417443911,47.04144807043,48.24031727315082,38,3,0,35
274,688517.SH,金冠电气,39.56912092919231,49.46140116149038,0,48.93500387263515,52.99108137168132,48.21517763459223,41,30,1,10
275,603185.SH,弘元绿能,39.56019110481898,49.45023888102372,0,51.57082417443911,45.408557829854416,49.64874595454299,38,18,0,20
276,600256.SH,广汇能源,39.5551922151297,49.443990268912124,0,51.949460624272206,44.032212781870186,49.862248339687625,39,21,1,17
277,002112.SZ,三变科技,39.54854087733326,49.43567609666657,0,51.57082417443911,52.905098672466,45.1433569614005,39,14,0,25
278,002980.SZ,华盛昌,39.54510672409544,49.4313834051193,0,51.57082417443911,49.8422017300974,47.04134563233842,40,15,0,25
279,002733.SZ,雄韬股份,39.54185906880494,49.427323836006174,0,51.57082417443911,47.11504250703912,48.51012054868386,38,12,0,26
280,002805.SZ,丰元股份,39.53144442150099,49.414305526876234,0,51.57082417443911,54.46594773036504,44.30467389852612,38,14,0,24
281,600938.SH,中国海油,39.5307886984063,49.413485873007865,0,51.57082417443911,44.22012221999995,49.806399484200895,37,3,0,34
282,603312.SH,西典新能,39.52403072416886,49.40503840521107,0,51.57082417443911,47.3837298325107,48.47958860629016,38,20,0,18
283,688388.SH,嘉元科技,39.52096904363623,49.40121130454528,0,54.28318134756585,44.07334380116389,46.98611811467659,43,29,0,14
284,03899.HK,CIMC ENRIC,39.51856434862694,49.398205435783666,0,51.57082417443911,47.04144807043,48.36488511063222,37,13,0,24
285,600310.SH,广西能源,39.516144686384656,49.39518085798082,0,52.52052725087545,53.15934407360507,44.64970829560455,38,21,0,17
286,600396.SH,华电辽能,39.509243096480446,49.38655387060055,0,51.57082417443911,47.1865410760592,48.43400794407178,38,19,0,19
287,688345.SH,博力威,39.50196475149315,49.377455939366435,0,51.57082417443911,55.45562913869359,44.531725724850084,38,19,0,19
288,920682.BJ,球冠电缆,39.496388408505325,49.37048551063165,0,51.57082417443911,52.00627476793479,45.355200175668024,37,8,0,29
289,600163.SH,中闽能源,39.49349169238636,49.36686461548294,0,52.18828296800145,42.51666041285527,50.32958366021838,42,29,0,13
290,002245.SZ,蔚蓝锂芯,39.48395735444208,49.354946693052604,0,48.434389960868984,51.39126427079389,49.37362768191083,46,21,1,24
291,03303.HK,JUTAL OIL SER,39.47212871281967,49.34016089102458,0,50.44559767911217,47.04144807043,49.15142021611204,37,9,0,28
292,01940.HK,CGII HLDGS,39.469330957291454,49.336663696614316,0,51.57082417443911,44.687264046088806,49.322738054584825,37,7,0,30
293,300153.SZ,科泰电源,39.467573058263866,49.33446632282983,0,51.57082417443911,50.52257815866237,46.322020097279164,40,18,0,22
294,01303.HK,HUILI RES,39.46753845279016,49.33442306598769,0,51.57082417443911,47.04144807043,48.06198288087365,37,7,0,30
295,300073.SZ,当升科技,39.46722826864931,49.334035335811635,0,50.61912324270057,51.467483551982156,46.707982898127014,47,38,3,6
296,920110.BJ,雷特科技,39.45628962597102,49.32036203246377,0,51.57082417443911,54.420491780101884,43.636534949734745,37,9,0,28
297,000037.SZ,深南电A,39.45268757814762,49.31585947268452,0,51.57082417443911,51.051811700562936,45.80452267226229,39,14,0,25
298,000722.SZ,湖南发展,39.4492200626417,49.311525078302125,0,51.57082417443911,51.60149292962472,45.17593735396221,38,7,0,31
299,01623.HK,HILONG,39.44696968727223,49.30871210909029,0,51.57082417443911,47.04144807043,47.787155177351885,39,4,0,35
300,002700.SZ,万憬能源,39.44299338989029,49.303741737362856,0,51.57082417443911,50.97239034593443,45.813376433855304,38,11,0,27
301,600886.SH,国投电力,39.43862724059888,49.2982840507486,0,51.89940548425521,49.03715940230983,46.98020192188131,37,21,0,16
302,002090.SZ,金智科技,39.422745559525836,49.27843194940729,0,51.57082417443911,48.05513260561077,47.69810266507235,39,16,0,23
303,688779.SH,五矿新能,39.4210677752732,49.2763347190915,0,51.57082417443911,53.2668334452872,45.22232185391049,39,23,0,16
304,00346.HK,YANCHANG PETRO,39.41916003879126,49.27395004848907,0,51.57082417443911,47.04144807043,47.815333996151885,37,5,0,32
305,000407.SZ,胜利股份,39.413350975772524,49.26668871971565,0,51.57082417443911,45.15227350057183,49.27231670364978,38,6,0,32
306,000600.SZ,建投能源,39.412054581699074,49.26506822712384,0,48.363783648149635,45.45520503666671,52.595875648844924,51,36,1,14
307,688006.SH,杭可科技,39.401064852944714,49.25133106618089,0,51.57082417443911,45.86673037192895,48.93516172600579,38,21,0,17
308,300568.SZ,星源材质,39.396244931307315,49.24530616413414,0,51.57082417443911,52.825813156191366,45.342401283346994,38,24,0,14
309,600312.SH,平高电气,39.39595742807728,49.244946785096595,0,51.57082417443911,46.95922776894254,48.33857463524095,38,21,0,17
310,600821.SH,金开新能,39.39567554719639,49.24459443399548,0,51.389778521456016,56.983999655532685,43.27286173369485,40,25,2,13
311,08536.HK,TL NATURAL GAS,39.38284813549061,49.22856016936326,0,51.57082417443911,47.04144807043,47.55074688365579,37,2,0,35
312,300853.SZ,申昊科技,39.35719971886925,49.19649964858657,0,51.57082417443911,47.96592764378797,47.37670849750182,39,12,0,27
313,300932.SZ,三友联众,39.34908774707045,49.186359683838056,0,50.22173030451456,48.058041224867154,48.576995408460796,42,23,0,19
314,02798.HK,PER ENERGY,39.3414118169502,49.17676477118775,0,51.57082417443911,47.04144807043,47.4073405771426,37,2,0,35
315,920062.BJ,科润智控,39.33631600233649,49.17039500292061,0,51.57082417443911,44.65337325875041,49.15025768879021,37,5,0,32
316,00689.HK,EPI (HOLDINGS),39.336224112377124,49.170280140471405,0,51.57082417443911,47.04144807043,47.500692382111154,37,4,0,33
317,01393.HK,HIDILI INDUSTRY,39.31775645808031,49.14719557260039,0,55.799848025055006,47.04144807043,42.32456704289928,38,7,0,31
318,600339.SH,中油工程,39.313015820208115,49.14126977526014,0,51.57082417443911,43.689365029807405,49.78451531928233,38,20,0,18
319,688778.SH,厦钨新能,39.284075560169136,49.10509445021142,0,53.420647083631664,48.42921698976225,44.59313025720333,46,32,3,11
320,600268.SH,国电南自,39.282212614500764,49.102765768125956,0,51.57082417443911,46.15569427893692,48.463312078675855,38,21,0,17
321,00579.HK,JNCEC,39.273908149419505,49.09238518677438,0,51.57082417443911,44.49229179937582,48.80142328318349,37,9,0,28
322,002218.SZ,拓日新能,39.26754171995302,49.08442714994128,0,51.57082417443911,51.03344978192628,45.316294296254554,40,16,0,24
323,300390.SZ,天华新能,39.25958571506066,49.07448214382582,0,51.57082417443911,52.54180780790255,44.80424685924836,38,15,0,23
324,002546.SZ,新联电子,39.25934093805788,49.07417617257235,0,51.57082417443911,52.12069878430468,44.54659835001918,39,11,0,28
325,01938.HK,CHU KONG PIPE,39.24534086254417,49.05667607818021,0,51.57082417443911,47.04144807043,47.247182806710654,37,5,0,32
326,301292.SZ,海科新源,39.244153229797526,49.055191537246905,0,51.57082417443911,47.54483065989871,47.2899459018219,38,12,0,26
327,301179.SZ,泽宇智能,39.238036265900845,49.04754533237605,0,51.57082417443911,53.01243023966377,43.87325212277018,38,15,0,23
328,00666.HK,REPT BATTERO,39.23484776272083,49.04355970340104,0,51.57082417443911,44.67299219706694,48.715513776667386,37,7,0,30
329,301082.SZ,久盛电气,39.223073274403504,49.02884159300437,0,51.57082417443911,52.0177060746706,44.80800028894621,38,13,0,25
330,002531.SZ,天顺风能,39.206691246857616,49.00836405857201,0,52.26697799768537,52.81888502718652,42.91008194974135,41,17,3,21
331,600777.SH,*ST新潮,39.19755874026296,48.9969484253287,0,50.980297797353245,47.11860211833029,47.91000177888601,39,19,1,19
332,300751.SZ,迈为股份,39.1939964876211,48.99249560952637,0,51.57082417443911,51.76921475429295,44.6331497945762,39,17,0,22
333,002709.SZ,天赐材料,39.19365783579829,48.99207229474786,0,51.57082417443911,46.29950332455536,48.140819782823954,39,24,0,15
334,01733.HK,E-COMMODITIES,39.18301537448303,48.97876921810378,0,51.57082417443911,47.04144807043,47.183929354472106,37,8,0,29
335,603659.SH,璞泰来,39.179076864424346,48.97384608053043,0,51.57082417443911,46.02227703229314,48.16742901847523,38,22,0,16
336,002692.SZ,远程股份,39.17180183304563,48.96475229130703,0,51.57082417443911,52.93714720660707,44.612365769986205,39,25,0,14
337,300185.SZ,通裕重工,39.167879328410656,48.959849160513315,0,51.57082417443911,51.65975878439666,44.737317645381175,39,15,0,24
338,00467.HK,UNITEDENERGY GP,39.164342660324024,48.95542832540503,0,51.57082417443911,47.04144807043,46.99943797794113,38,6,0,32
339,600617.SH,国新能源,39.15448158091809,48.94310197614761,0,51.57082417443911,44.65259571400248,48.75429786559613,39,23,0,16
340,301210.SZ,金杨精密,39.13561874141604,48.91952342677005,0,51.57082417443911,47.0754393459137,47.296474912889586,38,14,0,24
341,600795.SH,国电电力,39.1340777417052,48.9175971771315,0,42.17851926063006,62.65150130364997,49.07442139945441,43,31,1,11
342,688392.SH,骄成超声,39.12776057723263,48.90970072154078,0,51.57082417443911,47.239656015282385,47.401791556382356,38,21,0,17
343,601857.SH,中国石油,39.12713381580818,48.908917269760224,0,49.99331668282897,46.07658022430176,49.103458389179416,43,10,0,33
344,00451.HK,GCL NEWENERGY,39.12558326188405,48.90697907735506,0,52.5532978704732,44.4013976858635,46.18075298938549,37,9,0,28
345,600236.SH,桂冠电力,39.11972246258417,48.89965307823021,0,45.2371057734143,52.76018454872791,51.447180529308035,51,44,1,6
346,01277.HK,KINETIC DEV,39.1160533655654,48.89506670695675,0,51.682420699247324,47.04144807043,46.69987788614054,37,10,0,27
347,301040.SZ,中环海陆,39.10866631098244,48.885832888728046,0,51.57082417443911,53.01124546760991,43.75455426312798,40,16,0,24
348,002196.SZ,方正电机,39.108463511466255,48.88557938933282,0,51.967801726126076,45.001498193930374,47.51667629290273,39,10,1,28
349,600116.SH,三峡水利,39.08996518356656,48.862456479458196,0,51.57082417443911,44.3915055415796,48.75148461957055,38,20,0,18
350,300207.SZ,欣旺达,39.06890849010014,48.83613561262517,0,51.57082417443911,46.424092141228755,47.39928192154609,40,14,0,26
351,00061.HK,GREEN LEADER,39.06755454059427,48.834443175742834,0,51.57082417443911,47.04144807043,46.52552140761907,38,4,0,34
352,603507.SH,振江股份,39.05892270532594,48.82365338165742,0,51.57082417443911,56.22711957809271,42.50771318620304,38,19,0,19
353,03395.HK,JX ENERGY,39.05266903342436,48.81583629178044,0,51.57082417443911,47.04144807043,46.4749185591711,37,2,0,35
354,03800.HK,GCL TECH,39.04731902531699,48.80914878164623,0,51.57082417443911,44.75541544611746,47.86220679282446,37,5,0,32
355,300593.SZ,新雷能,39.040598593237064,48.80074824154633,0,51.57082417443911,46.41256756577444,47.28596084662853,38,11,0,27
356,688551.SH,科威尔,39.02783155966762,48.784789449584515,0,48.840236773514064,54.88141270841737,45.472898672253194,45,36,0,9
357,688717.SH,艾罗能源,39.027022824907036,48.78377853113379,0,51.57082417443911,45.9772080059087,47.584449824364036,38,18,0,20
358,003035.SZ,南网能源,39.02285745482669,48.77857181853336,0,50.44993500656063,54.29747648489676,43.85936735961653,50,40,1,9
359,300617.SZ,安靠智电,39.02032926003917,48.775411575048956,0,52.02443259755838,54.42049699071948,42.86911809564906,39,21,0,18
360,00042.HK,NE ELECTRIC,39.017575775964175,48.771969719955216,0,51.57082417443911,47.04144807043,46.377788397248175,37,3,0,34
361,000703.SZ,恒逸石化,39.01721947231371,48.77152434039214,0,51.57082417443911,48.18860287455554,45.933521138357996,38,9,0,29
362,301295.SZ,美硕科技,39.008827271877465,48.76103408984683,0,51.57082417443911,45.411205118655985,47.875882221327394,38,14,0,24
363,002121.SZ,科陆电子,38.97674384654614,48.720929808182674,0,51.57082417443911,53.01172579281794,43.054622078103655,38,13,0,25
364,002927.SZ,泰永长征,38.975966482343466,48.71995810292933,0,52.222048308562385,50.14597690258931,43.910638591992736,44,31,2,11
365,600475.SH,华光环能,38.97214556775272,48.715181959690895,0,51.68713648191105,46.784603879219475,46.84533729403245,40,21,2,17
366,600395.SH,盘江股份,38.966206015907886,48.70775751988485,0,51.57082417443911,44.04412272351034,48.496686646618436,38,22,0,16
367,603985.SH,恒润股份,38.95995826297019,48.69994782871273,0,51.43404377371119,43.97125866253931,48.16749532425978,44,29,1,14
368,300904.SZ,威力传动,38.956521433218995,48.695651791523744,0,51.57082417443911,52.5572693376982,43.48270191065058,38,15,0,23
369,301325.SZ,曼恩斯特,38.93584089923661,48.66980112404576,0,51.57082417443911,49.26823106337798,45.19110551237105,40,14,0,26
370,600982.SH,宁波能源,38.90237708725272,48.62797135906589,0,51.95799928569062,44.98688133689057,47.250254365660254,39,21,1,17
371,301587.SZ,中瑞股份,38.89764998969076,48.622062487113446,0,51.95006514453968,46.85679639406319,45.98214372214213,40,15,1,24
372,600969.SH,郴电国际,38.88393497203356,48.60491871504194,0,51.885185021596854,42.864987376235945,48.37113974843386,40,23,1,16
373,301152.SZ,天力锂能,38.882046813844475,48.60255851730559,0,51.57082417443911,47.182513175010556,46.39194208872977,38,14,0,24
374,300410.SZ,正业科技,38.87422521341016,48.5927815167627,0,51.57082417443911,44.7103374388497,47.698088595513006,40,13,0,27
375,300444.SZ,双杰电气,38.86646497435234,48.583081217940425,0,51.57082417443911,52.30087810745528,43.632827253136995,38,18,0,20
376,688472.SH,阿特斯,38.85152836909588,48.564410461369846,0,51.48299602627667,43.9933786058709,47.91385110300497,45,32,2,11
377,920414.BJ,欧普泰,38.844184389110616,48.55523048638827,0,51.57082417443911,47.152811897566295,45.966247566596444,37,7,0,30
378,600973.SH,宝胜股份,38.83617386657184,48.5452173332148,0,51.57082417443911,44.58433685455767,47.77456243414104,38,19,0,19
379,03868.HK,XINYI ENERGY,38.82364070581371,48.52955088226713,0,51.57082417443911,47.11859889627299,46.01427743601291,39,10,0,29
380,600505.SH,西昌电力,38.812679800087025,48.51584975010878,0,51.57082417443911,45.8538038493884,47.082447067623185,38,20,0,18
381,601865.SH,福莱特,38.80926835786232,48.5115854473279,0,51.57082417443911,44.92375367804023,47.60284045610219,38,21,0,17
382,601669.SH,中国电建,38.80651936612503,48.50814920765629,0,51.57082417443911,44.42835243595158,47.77218511439175,38,20,0,18
383,002202.SZ,金风科技,38.8041657237365,48.50520715467062,0,52.198387327596365,45.4284077617582,45.42473659906891,44,20,3,21
384,002129.SZ,TCL中环,38.790950305810405,48.488687882263,0,50.959741403439935,52.614596343024886,43.417524939502336,44,22,1,21
385,301502.SZ,华阳智能,38.786421364349245,48.48302670543655,0,51.57082417443911,55.281087287158506,42.262327961990565,40,22,0,18
386,688408.SH,中信博,38.78333123242633,48.47916404053291,0,51.57082417443911,47.813530260025765,46.00059356296507,38,19,0,19
387,002616.SZ,长青集团,38.780456421554305,48.475570526942874,0,51.69177957162571,48.518825935242454,44.513946959245615,41,12,2,27
388,00196.HK,HONGHUA GROUP,38.778073913478515,48.47259239184814,0,52.31185649166931,44.674134356775426,45.30321386091256,37,13,0,24
389,002276.SZ,万马股份,38.776007413960784,48.470009267450976,0,51.57082417443911,43.94444347054351,48.08626803073047,37,21,0,16
390,600550.SH,保变电气,38.75820564029152,48.4477570503644,0,51.57082417443911,45.15835934252584,47.2992909472588,40,21,0,19
391,002358.SZ,森源电气,38.75808867459316,48.44761084324145,0,51.57082417443911,50.30163086337853,44.17000374667092,38,15,0,23
392,300772.SZ,运达股份,38.749366048369474,48.43670756046184,0,51.964717949053515,44.08519595116096,46.403064445263915,49,26,4,19
393,600758.SH,辽宁能源,38.74254683290664,48.42818354113329,0,51.57082417443911,45.58566264720021,47.020393878888534,38,21,0,17
394,300510.SZ,金冠股份,38.74046024191673,48.425575302395906,0,52.15905867619415,43.76768537341213,46.31657360513926,49,25,0,24
395,920523.BJ,德瑞锂电,38.72439405735333,48.40549257169166,0,51.57082417443911,44.85680113997165,46.85252860319268,37,5,0,32
396,600509.SH,天富能源,38.72149358592289,48.40186698240361,0,51.6724794559912,43.99581368839713,47.58883876494599,41,25,2,14
397,03668.HK,YANCOAL AUS,38.71313090938135,48.39141363672668,0,51.57082417443911,47.04144807043,45.45654226198264,37,4,0,33
398,600110.SH,诺德股份,38.708347637563946,48.385434546954926,0,51.57082417443911,44.83509931380878,47.144291229562036,38,17,0,21
399,003021.SZ,兆威机电,38.69846206375511,48.373077579693884,0,51.57082417443911,47.26913200113253,45.8001180175563,40,17,0,23
400,605066.SH,天正电气,38.698076289636326,48.3725953620454,0,51.57082417443911,45.606665141749815,46.84987062421901,38,18,0,20
401,688681.SH,科汇股份,38.6807766482529,48.35097081031613,0,51.57082417443911,46.430464339376066,46.54220446477152,38,22,0,16
402,300933.SZ,中辰股份,38.67361553186242,48.342019414828016,0,51.57082417443911,45.55006696756754,46.666778618659244,38,13,0,25
403,605222.SH,起帆电缆,38.67352081750463,48.34190102188079,0,51.57082417443911,45.09513788724643,47.16650140094198,38,21,0,17
404,603353.SH,和顺石油,38.65604613319571,48.320057666494634,0,51.57082417443911,46.65187506274632,46.28503799341223,38,20,0,18
405,600580.SH,卧龙电驱,38.65561719539019,48.31952149423773,0,51.57082417443911,45.86085500630776,46.680068319861064,38,21,0,17
406,603050.SH,科林电气,38.649757755599865,48.31219719449983,0,51.57082417443911,45.59874410889946,46.8040210615682,38,21,0,17
407,002060.SZ,广东建工,38.648698471027934,48.310873088784916,0,51.57082417443911,46.905141589151036,45.521869930687814,39,10,0,29
408,603318.SH,水发燃气,38.647395518641645,48.309244398302056,0,51.57082417443911,43.47929894994957,47.96063231134298,38,21,0,17
409,000601.SZ,韶能股份,38.62768381963926,48.284604774549074,0,51.57082417443911,43.72769506345531,47.432191715070296,40,10,0,30
410,600688.SH,上海石化,38.61327611998893,48.26659514998616,0,48.26571061904771,54.158111040771615,44.63344771322243,43,12,4,27
411,002865.SZ,钧达股份,38.61230281281938,48.26537851602422,0,53.46927697512582,43.310929503929806,44.944244973709125,44,29,1,14
412,603070.SH,万控智造,38.6036960871798,48.25462010897474,0,51.57082417443911,45.05261902319875,46.99791240010382,38,22,0,16
413,600212.SH,绿能慧充,38.60281712270047,48.253521403375586,0,53.512716557509606,45.07761780130692,44.06743752203883,38,9,0,29
414,688567.SH,孚能科技,38.59172026701696,48.239650333771195,0,51.57082417443911,45.09173941765663,46.763443252639355,38,20,0,18
415,000862.SZ,银星能源,38.583543720517476,48.22942965064684,0,51.42298024342903,43.21231041756491,47.309313337376366,45,22,1,22
416,688516.SH,奥特维,38.572785892396105,48.21598236549513,0,51.57082417443911,52.03169664746683,43.28639708995341,39,21,0,18
417,300316.SZ,晶盛机电,38.56909245911719,48.21136557389649,0,51.57082417443911,54.32335838676789,41.90390107712904,38,23,0,15
418,920375.BJ,派诺科技,38.56062497811735,48.20078122264669,0,51.57082417443911,45.15072824904497,46.062252181697026,37,6,0,31
419,603320.SH,迪贝电气,38.55104877584998,48.188810969812465,0,51.72686706536196,46.58358109543211,45.68803229185185,39,23,1,15
420,002801.SZ,微光股份,38.547491419694836,48.184364274618545,0,51.57082417443911,46.74138444319946,45.93635605788609,38,21,0,17
421,600458.SH,时代新材,38.539133343462474,48.17391667932809,0,51.57082417443911,45.18141849942279,46.63830602542235,38,20,0,18
422,603727.SH,博迈科,38.53596200464787,48.16995250580983,0,51.57082417443911,48.67410987389289,44.95517577444808,38,22,0,16
423,00228.HK,CHINA ENERGY,38.52847743676496,48.160596795956195,0,51.57082417443911,47.04144807043,45.09087179545951,38,8,0,30
424,000875.SZ,电投绿能,38.52844630310953,48.16055787888691,0,51.71353436536595,46.010585864728725,45.434719156281204,40,13,2,25
425,600871.SH,石化油服,38.50843637563977,48.135545469549704,0,51.23451116257231,46.28392133455749,44.858585474705784,44,15,2,27
426,01608.HK,VPOWER GROUP,38.50001087789796,48.125013597372444,0,51.57082417443911,47.04144807043,44.89522750949951,37,6,0,31
