stock_code,company_name,exchange,current_sub_industry,snapshot_industry,entity_id,industry_status,entity_status,priority,next_action,snapshot_source_url,snapshot_as_of_date
603031.SH,安孚科技,SSE,历史能源样本待复核,制造业,603031.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603032.SH,德新科技,SSE,历史能源样本待复核,制造业,603032.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603050.SH,科林电气,SSE,历史能源样本待复核,制造业,603050.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603053.SH,成都燃气,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,603053.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603063.SH,禾望电气,SSE,历史能源样本待复核,制造业,603063.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603070.SH,万控智造,SSE,历史能源样本待复核,制造业,603070.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603080.SH,新疆火炬,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,603080.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603097.SH,江苏华辰,SSE,历史能源样本待复核,制造业,603097.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603105.SH,芯能科技,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,603105.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603185.SH,弘元绿能,SSE,历史能源样本待复核,制造业,603185.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603191.SH,望变电气,SSE,历史能源样本待复核,制造业,603191.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603212.SH,赛伍技术,SSE,历史能源样本待复核,制造业,603212.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603218.SH,日月股份,SSE,历史能源样本待复核,制造业,603218.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603312.SH,西典新能,SSE,历史能源样本待复核,制造业,603312.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603318.SH,水发燃气,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,603318.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603320.SH,迪贝电气,SSE,历史能源样本待复核,制造业,603320.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603333.SH,福华尚纬,SSE,历史能源样本待复核,制造业,603333.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603344.SH,星德胜,SSE,历史能源样本待复核,制造业,603344.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603353.SH,和顺石油,SSE,历史能源样本待复核,批发和零售业,603353.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603393.SH,新天然气,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,603393.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603396.SH,金辰股份,SSE,历史能源样本待复核,制造业,603396.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603489.SH,八方股份,SSE,历史能源样本待复核,制造业,603489.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603507.SH,振江股份,SSE,历史能源样本待复核,制造业,603507.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603530.SH,神马电力,SSE,历史能源样本待复核,制造业,603530.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603556.SH,海兴电力,SSE,历史能源样本待复核,制造业,603556.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603577.SH,汇金通,SSE,历史能源样本待复核,制造业,603577.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603606.SH,东方电缆,SSE,历史能源样本待复核,制造业,603606.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603618.SH,杭电股份,SSE,历史能源样本待复核,制造业,603618.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603619.SH,中曼石油,SSE,历史能源样本待复核,采矿业,603619.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603628.SH,清源股份,SSE,历史能源样本待复核,制造业,603628.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603659.SH,璞泰来,SSE,历史能源样本待复核,制造业,603659.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603689.SH,皖天然气,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,603689.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603693.SH,江苏新能,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,603693.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603706.SH,东方环宇,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,603706.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603727.SH,博迈科,SSE,历史能源样本待复核,采矿业,603727.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603728.SH,鸣志电器,SSE,历史能源样本待复核,制造业,603728.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603798.SH,康普顿,SSE,历史能源样本待复核,制造业,603798.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603806.SH,福斯特,SSE,历史能源样本待复核,制造业,603806.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603819.SH,神力股份,SSE,历史能源样本待复核,制造业,603819.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603829.SH,洛凯股份,SSE,历史能源样本待复核,制造业,603829.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603861.SH,白云电器,SSE,历史能源样本待复核,制造业,603861.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603897.SH,长城科技,SSE,历史能源样本待复核,制造业,603897.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603906.SH,龙蟠科技,SSE,历史能源样本待复核,制造业,603906.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603985.SH,恒润股份,SSE,历史能源样本待复核,制造业,603985.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
603988.SH,中电电机,SSE,历史能源样本待复核,制造业,603988.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
605011.SH,杭州热电,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,605011.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
605028.SH,世茂能源,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,605028.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
605066.SH,天正电气,SSE,历史能源样本待复核,制造业,605066.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
605090.SH,九丰能源,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,605090.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
605117.SH,德业股份,SSE,历史能源样本待复核,制造业,605117.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
605162.SH,新中港,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,605162.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
605169.SH,洪通燃气,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,605169.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
605196.SH,华通线缆,SSE,历史能源样本待复核,制造业,605196.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
605222.SH,起帆电缆,SSE,历史能源样本待复核,制造业,605222.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
605368.SH,蓝天燃气,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,605368.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
605378.SH,野马电池,SSE,历史能源样本待复核,制造业,605378.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
605580.SH,恒盛能源,SSE,历史能源样本待复核,电力、热力、燃气及水生产和供应业,605580.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688005.SH,容百科技,SSE,参考榜单能源种子待行业复核,制造业,688005.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688006.SH,杭可科技,SSE,历史能源样本待复核,制造业,688006.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688032.SH,禾迈股份,SSE,历史能源样本待复核,制造业,688032.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688063.SH,派能科技,SSE,历史能源样本待复核,制造业,688063.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688116.SH,天奈科技,SSE,历史能源样本待复核,制造业,688116.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688147.SH,微导纳米,SSE,历史能源样本待复核,制造业,688147.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688148.SH,芳源股份,SSE,历史能源样本待复核,制造业,688148.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688155.SH,先惠技术,SSE,历史能源样本待复核,制造业,688155.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688191.SH,智洋创新,SSE,历史能源样本待复核,信息传输、软件和信息技术服务业,688191.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688223.SH,晶科能源,SSE,历史能源样本待复核,制造业,688223.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688226.SH,威腾电气,SSE,历史能源样本待复核,制造业,688226.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688248.SH,南网科技,SSE,历史能源样本待复核,科学研究和技术服务业,688248.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688275.SH,万润新能,SSE,历史能源样本待复核,制造业,688275.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688303.SH,大全能源,SSE,历史能源样本待复核,制造业,688303.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688330.SH,宏力达,SSE,历史能源样本待复核,制造业,688330.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688339.SH,亿华通,SSE,历史能源样本待复核,制造业,688339.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688345.SH,博力威,SSE,历史能源样本待复核,制造业,688345.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688348.SH,昱能科技,SSE,历史能源样本待复核,制造业,688348.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688349.SH,三一重能,SSE,历史能源样本待复核,制造业,688349.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688353.SH,华盛锂电,SSE,历史能源样本待复核,制造业,688353.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688388.SH,嘉元科技,SSE,历史能源样本待复核,制造业,688388.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688390.SH,固德威,SSE,历史能源样本待复核,制造业,688390.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688392.SH,骄成超声,SSE,历史能源样本待复核,制造业,688392.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688408.SH,中信博,SSE,历史能源样本待复核,制造业,688408.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688429.SH,时创能源,SSE,历史能源样本待复核,制造业,688429.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688472.SH,阿特斯,SSE,历史能源样本待复核,制造业,688472.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688499.SH,利元亨,SSE,历史能源样本待复核,制造业,688499.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688503.SH,聚和材料,SSE,历史能源样本待复核,制造业,688503.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688516.SH,奥特维,SSE,历史能源样本待复核,制造业,688516.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688517.SH,金冠电气,SSE,历史能源样本待复核,制造业,688517.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688551.SH,科威尔,SSE,历史能源样本待复核,制造业,688551.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688556.SH,高测股份,SSE,历史能源样本待复核,制造业,688556.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688560.SH,明冠新材,SSE,历史能源样本待复核,制造业,688560.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688567.SH,孚能科技,SSE,历史能源样本待复核,制造业,688567.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688573.SH,信宇人,SSE,历史能源样本待复核,制造业,688573.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688597.SH,煜邦电力,SSE,历史能源样本待复核,制造业,688597.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688598.SH,金博股份,SSE,历史能源样本待复核,制造业,688598.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688599.SH,天合光能,SSE,历史能源样本待复核,制造业,688599.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688611.SH,杭州柯林,SSE,历史能源样本待复核,制造业,688611.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688616.SH,西力科技,SSE,历史能源样本待复核,制造业,688616.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688638.SH,誉辰智能,SSE,历史能源样本待复核,制造业,688638.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688660.SH,电气风电,SSE,历史能源样本待复核,制造业,688660.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688663.SH,DR新风光,SSE,历史能源样本待复核,制造业,688663.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688676.SH,金盘科技,SSE,历史能源样本待复核,制造业,688676.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688680.SH,海优新材,SSE,历史能源样本待复核,制造业,688680.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688681.SH,科汇股份,SSE,历史能源样本待复核,制造业,688681.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688707.SH,振华新材,SSE,历史能源样本待复核,制造业,688707.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688717.SH,艾罗能源,SSE,历史能源样本待复核,制造业,688717.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688719.SH,爱科赛博,SSE,历史能源样本待复核,制造业,688719.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688733.SH,壹石通,SSE,历史能源样本待复核,制造业,688733.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688772.SH,珠海冠宇,SSE,历史能源样本待复核,制造业,688772.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688778.SH,厦钨新能,SSE,历史能源样本待复核,制造业,688778.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688779.SH,五矿新能,SSE,历史能源样本待复核,制造业,688779.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
688819.SH,天能股份,SSE,历史能源样本待复核,制造业,688819.SH,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.sse.com.cn/assortment/stock/home/,2026-07-28
000009.SZ,中国宝安,SZSE,历史能源样本待复核,J 金融业,000009.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000027.SZ,深圳能源,SZSE,历史能源样本待复核,D 电力、热力、燃气及水生产和供应业,000027.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000037.SZ,深南电A,SZSE,历史能源样本待复核,D 电力、热力、燃气及水生产和供应业,000037.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000049.SZ,德赛电池,SZSE,历史能源样本待复核,C 制造业,000049.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000096.SZ,广聚能源,SZSE,历史能源样本待复核,F 批发和零售业,000096.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000155.SZ,川能动力,SZSE,历史能源样本待复核,D 电力、热力、燃气及水生产和供应业,000155.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000400.SZ,许继电气,SZSE,历史能源样本待复核,C 制造业,000400.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000407.SZ,胜利股份,SZSE,历史能源样本待复核,D 电力、热力、燃气及水生产和供应业,000407.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000421.SZ,南京公用,SZSE,历史能源样本待复核,D 电力、热力、燃气及水生产和供应业,000421.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000531.SZ,穗恒运Ａ,SZSE,历史能源样本待复核,D 电力、热力、燃气及水生产和供应业,000531.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000533.SZ,顺钠股份,SZSE,历史能源样本待复核,C 制造业,000533.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000537.SZ,绿发电力,SZSE,历史能源样本待复核,D 电力、热力、燃气及水生产和供应业,000537.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000539.SZ,粤电力Ａ,SZSE,历史能源样本待复核,D 电力、热力、燃气及水生产和供应业,000539.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000543.SZ,皖能电力,SZSE,历史能源样本待复核,D 电力、热力、燃气及水生产和供应业,000543.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000554.SZ,泰山石油,SZSE,历史能源样本待复核,F 批发和零售业,000554.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000591.SZ,太阳能,SZSE,历史能源样本待复核,D 电力、热力、燃气及水生产和供应业,000591.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000593.SZ,德龙汇能,SZSE,历史能源样本待复核,D 电力、热力、燃气及水生产和供应业,000593.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000600.SZ,建投能源,SZSE,历史能源样本待复核,D 电力、热力、燃气及水生产和供应业,000600.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000601.SZ,韶能股份,SZSE,历史能源样本待复核,D 电力、热力、燃气及水生产和供应业,000601.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000637.SZ,茂化实华,SZSE,历史能源样本待复核,C 制造业,000637.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000682.SZ,东方电子,SZSE,历史能源样本待复核,I 信息传输、软件和信息技术服务业,000682.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000690.SZ,宝新能源,SZSE,历史能源样本待复核,D 电力、热力、燃气及水生产和供应业,000690.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000692.SZ,惠天热电,SZSE,历史能源样本待复核,D 电力、热力、燃气及水生产和供应业,000692.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000703.SZ,恒逸石化,SZSE,历史能源样本待复核,C 制造业,000703.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000720.SZ,新能泰山,SZSE,历史能源样本待复核,C 制造业,000720.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000722.SZ,湖南发展,SZSE,历史能源样本待复核,D 电力、热力、燃气及水生产和供应业,000722.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000723.SZ,美锦能源,SZSE,历史能源样本待复核,C 制造业,000723.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000767.SZ,晋控电力,SZSE,历史能源样本待复核,D 电力、热力、燃气及水生产和供应业,000767.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000791.SZ,甘肃能源,SZSE,历史能源样本待复核,D 电力、热力、燃气及水生产和供应业,000791.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
000819.SZ,岳阳兴长,SZSE,历史能源样本待复核,C 制造业,000819.SZ,pending_evidence,security_id_only,2,review_energy_sub_industry_evidence,https://www.szse.cn/market/stock/company/,2026-07-28
