stock_code,company_name,document_count,annual_report_count,esg_report_count,report_years,document_types,annual_status,esg_status,next_action
688616.SH,西力科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688638.SH,誉辰智能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688660.SH,电气风电,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
688663.SH,新风光,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688676.SH,金盘科技,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
688680.SH,海优新材,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688681.SH,科汇股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688707.SH,振华新材,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688717.SH,艾罗能源,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688719.SH,爱科赛博,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688733.SH,壹石通,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688772.SH,珠海冠宇,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688778.SH,厦钨新能,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
688779.SH,五矿新能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
688819.SH,天能股份,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
920010.BJ,凯添燃气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
920046.BJ,亿能电力,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
920062.BJ,科润智控,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
920110.BJ,雷特科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
920152.BJ,昆工科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
920167.BJ,同享科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
920185.BJ,贝特瑞,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
920237.BJ,力佳科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
920239.BJ,长虹能源,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
920252.BJ,天宏锂电,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
920299.BJ,灿能电力,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
920368.BJ,连城数控,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
920375.BJ,派诺科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
920414.BJ,欧普泰,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
920496.BJ,许昌智能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
920522.BJ,纳科诺尔,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
920523.BJ,德瑞锂电,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
920556.BJ,雅达股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
920627.BJ,力王股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
920639.BJ,晨光电缆,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
920682.BJ,球冠电缆,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
920770.BJ,艾能聚,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
920779.BJ,武汉蓝电,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
920809.BJ,安达科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
920914.BJ,远航精密,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
920985.BJ,海泰新能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
