stock_code,company_name,document_count,annual_report_count,esg_report_count,report_years,document_types,annual_status,esg_status,next_action
002309.SZ,中利集团,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002335.SZ,科华数据,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002339.SZ,积成电子,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002340.SZ,格林美,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
002346.SZ,柘中股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002350.SZ,北京科锐,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
002358.SZ,森源电气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002364.SZ,中恒电气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002366.SZ,融发核电,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002441.SZ,众业达,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002451.SZ,摩恩电气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002452.SZ,长高电新,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002459.SZ,晶澳科技,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
002471.SZ,中超控股,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002479.SZ,富春环保,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
002487.SZ,大金重工,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
002490.SZ,山东墨龙,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002493.SZ,荣盛石化,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
002498.SZ,汉缆股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002506.SZ,协鑫集成,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
002518.SZ,科士达,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002527.SZ,新时达,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
002531.SZ,天顺风能,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
002533.SZ,金杯电工,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002534.SZ,西子洁能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002546.SZ,新联电子,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002560.SZ,通达股份,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
002576.SZ,通达动力,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002580.SZ,圣阳股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002606.SZ,大连电瓷,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002608.SZ,江苏国信,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002616.SZ,长青集团,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002623.SZ,亚玛顿,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002629.SZ,仁智股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002692.SZ,远程股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002700.SZ,万憬能源,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
002706.SZ,良信股份,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
002709.SZ,天赐材料,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
002733.SZ,雄韬股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
00276.HK,MONGOLIA ENERGY,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
002801.SZ,微光股份,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
002805.SZ,丰元股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002812.SZ,恩捷股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002823.SZ,凯中精密,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002828.SZ,贝肯能源,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002850.SZ,科达利,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002851.SZ,麦格米特,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002857.SZ,三晖电气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002865.SZ,钧达股份,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
002879.SZ,长缆科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002882.SZ,金龙羽,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002892.SZ,科力尔,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002893.SZ,京能热力,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002911.SZ,佛燃能源,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002927.SZ,泰永长征,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
00295.HK,KONG SUN HOLD,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002953.SZ,日丰股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002980.SZ,华盛昌,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
002986.SZ,宇新股份,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
003021.SZ,兆威机电,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
003022.SZ,联泓新科,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
003035.SZ,南网能源,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
00332.HK,YUANHENGGAS-NEW,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
00346.HK,YANCHANG PETRO,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
00353.HK,ENERGY INTINV,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
003816.SZ,中国广核,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
00384.HK,CHINA GAS HOLD,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
00392.HK,BEIJING ENT,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
00451.HK,GCL NEWENERGY,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
00467.HK,UNITEDENERGY GP,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
00554.HK,HANS GP HLDGS,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
00579.HK,JNCEC,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
00600.HK,AXERA,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
00607.HK,FULLSHARE,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
00632.HK,CHK OIL,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
00639.HK,SHOUGANG RES,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
00645.HK,ARES ASIA,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
00650.HK,PRODUCTIVE TECH,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
00666.HK,REPT BATTERO,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
00686.HK,BJ ENERGY INTL,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
00689.HK,EPI (HOLDINGS),1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
00702.HK,SINO OIL & GAS,0,0,0,,,missing,missing,discover_annual_report
00704.HK,HUSCOKE HLDGS,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
00819.HK,TIANNENG POWER,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
00836.HK,CHINA RES POWER,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
00866.HK,CHINA QINFA,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
00931.HK,CHINA HK POWER,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
00934.HK,SINOPEC KANTONS,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
00951.HK,CHAOWEI POWER,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
00968.HK,XINYI SOLAR,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
00975.HK,MONGOL MINING,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
01080.HK,SHENGLI PIPE,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
01083.HK,TG SMART ENERGY,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
01101.HK,HUARONG ENERGY,0,0,0,,,missing,missing,discover_annual_report
01193.HK,CHINA RES GAS,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
01205.HK,CITIC RESOURCES,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
01229.HK,NAN NAN RES,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
01250.HK,SDHS NEW ENERGY,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
01251.HK,SPT ENERGY,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
01277.HK,KINETIC DEV,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
01303.HK,HUILI RES,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
01393.HK,HIDILI INDUSTRY,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
01407.HK,JY GAS,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
01555.HK,MIE HOLDINGS,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
01600.HK,TIAN LUN GAS,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
01608.HK,VPOWER GROUP,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
01621.HK,VICO INTL HLDGS,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
01623.HK,HILONG,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
01713.HK,SICHUAN EN INV,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
01733.HK,E-COMMODITIES,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
01738.HK,FS ANTHRACITE,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
01798.HK,DATANG RENEW,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
01799.HK,XINTE ENERGY,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
01811.HK,CGN NEW ENERGY,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
01878.HK,SOUTHGOBI,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
01921.HK,DALIPAL HLDG,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
01938.HK,CHU KONG PIPE,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
01940.HK,CGII HLDGS,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
02012.HK,SUNSHINE OIL,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
02178.HK,PETRO-KING,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
02236.HK,WISON ENGRG,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
02380.HK,CHINA POWER,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
02386.HK,SINOPEC SEG,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
02688.HK,ENN ENERGY,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
02728.HK,JINTAI ENERGY H,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
02798.HK,PER ENERGY,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
03303.HK,JUTAL OIL SER,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
03337.HK,ANTON OILFIELD,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
03395.HK,JX ENERGY,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
03633.HK,ZHONGYU ENERGY,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
03668.HK,YANCOAL AUS,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
03800.HK,GCL TECH,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
03868.HK,XINYI ENERGY,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
03899.HK,CIMC ENRIC,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
06828.HK,BG BLUE SKY,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
06885.HK,JINMA ENERGY,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
08132.HK,CENTURY EN INTL,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
08270.HK,CHINA CBM,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
08347.HK,F8 ENT,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
08536.HK,TL NATURAL GAS,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
08631.HK,YUFENGCHANG HLD,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
09689.HK,JTF INTL,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300001.SZ,特锐德,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
300014.SZ,亿纬锂能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300018.SZ,中元股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300035.SZ,中科电气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300037.SZ,新宙邦,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300040.SZ,九洲集团,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300051.SZ,琏升科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300062.SZ,中能电气,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
300069.SZ,金利华电,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300073.SZ,当升科技,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
300080.SZ,易成新能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300105.SZ,龙源技术,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300118.SZ,东方日升,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300129.SZ,泰胜风能,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
300140.SZ,节能环境,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300141.SZ,和顺电气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300153.SZ,科泰电源,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300185.SZ,通裕重工,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300191.SZ,潜能恒信,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300207.SZ,欣旺达,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
300222.SZ,科大智能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300265.SZ,通光线缆,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300274.SZ,阳光电源,2,1,1,2025,annual_report|esg_report,collected,collected,ready_for_extraction
300283.SZ,温州宏丰,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300286.SZ,安科瑞,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300316.SZ,晶盛机电,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300317.SZ,珈伟新能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300332.SZ,天壕能源,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300340.SZ,科恒股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300360.SZ,炬华科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300376.SZ,易事特,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
300390.SZ,天华新能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300393.SZ,中来股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300407.SZ,凯发电气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300409.SZ,道氏技术,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300410.SZ,正业科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300423.SZ,昇辉科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300427.SZ,红相股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300432.SZ,富临精工,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300438.SZ,鹏辉能源,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
300443.SZ,金雷股份,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300444.SZ,双杰电气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300450.SZ,先导智能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300457.SZ,赢合科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300483.SZ,首华燃气,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300490.SZ,华自科技,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300491.SZ,通合科技,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
300510.SZ,金冠股份,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
300514.SZ,友讯达,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300568.SZ,星源材质,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300569.SZ,天能重工,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300593.SZ,新雷能,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300617.SZ,安靠智电,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300619.SZ,金银河,1,1,0,2025,annual_report,collected,embedded_in_annual,scan_annual_for_esg
300626.SZ,华瑞股份,1,1,0,2025,annual_report,collected,collected,scan_annual_for_esg
