stock_code,universe_name,snapshot_name,included,status,source_action,date_action,entity_action,reason
002364.SZ,中恒电气,中恒电气,True,matched,filled,filled,preserved,证券代码及名称匹配
01878.HK,SOUTHGOBI,SOUTHGOBI,True,matched,filled,filled,preserved,证券代码及名称匹配
002309.SZ,中利集团,中利集团,True,matched,filled,filled,preserved,证券代码及名称匹配
002629.SZ,仁智股份,仁智股份,True,matched,filled,filled,preserved,证券代码及名称匹配
600192.SH,长城电工,长城电工,True,matched,filled,filled,preserved,证券代码及名称匹配
603985.SH,恒润股份,恒润股份,True,matched,filled,filled,preserved,证券代码及名称匹配
002060.SZ,广东建工,广东建工,True,matched,filled,filled,preserved,证券代码及名称匹配
300444.SZ,双杰电气,双杰电气,True,matched,filled,filled,preserved,证券代码及名称匹配
00666.HK,REPT BATTERO,REPT BATTERO,True,matched,filled,filled,preserved,证券代码及名称匹配
600396.SH,华电辽能,华电辽能,True,matched,filled,filled,preserved,证券代码及名称匹配
000982.SZ,宁夏中银绒业股份有限公司,,False,unmatched,unchanged,unchanged,unchanged,证券代码未匹配官方快照
301155.SZ,海力风电,海力风电,True,matched,filled,filled,preserved,证券代码及名称匹配
300222.SZ,科大智能,科大智能,True,matched,filled,filled,preserved,证券代码及名称匹配
300069.SZ,金利华电,金利华电,True,matched,filled,filled,preserved,证券代码及名称匹配
300410.SZ,正业科技,正业科技,True,matched,filled,filled,preserved,证券代码及名称匹配
002196.SZ,方正电机,方正电机,True,matched,filled,filled,preserved,证券代码及名称匹配
300173.SZ,ST福能,ST福能,False,matched,filled,filled,preserved,证券代码及名称匹配
603398.SH,*ST沐邦,*ST沐邦,False,matched,filled,filled,preserved,证券代码及名称匹配
300713.SZ,英可瑞,英可瑞,True,matched,filled,filled,preserved,证券代码及名称匹配
688339.SH,亿华通,亿华通,True,matched,filled,filled,preserved,证券代码及名称匹配
300423.SZ,昇辉科技,昇辉科技,True,matched,filled,filled,preserved,证券代码及名称匹配
300853.SZ,申昊科技,申昊科技,True,matched,filled,filled,preserved,证券代码及名称匹配
300490.SZ,华自科技,华自科技,True,matched,filled,filled,preserved,证券代码及名称匹配
300340.SZ,科恒股份,科恒股份,True,matched,filled,filled,preserved,证券代码及名称匹配
300116.SZ,保力新能源科技股份有限公司,,False,unmatched,unchanged,unchanged,unchanged,证券代码未匹配官方快照
002828.SZ,贝肯能源,贝肯能源,True,matched,filled,filled,preserved,证券代码及名称匹配
600212.SH,绿能慧充,绿能慧充,True,matched,filled,filled,preserved,证券代码及名称匹配
300670.SZ,大烨智能,大烨智能,True,matched,filled,filled,preserved,证券代码及名称匹配
002168.SZ,ST惠程,ST惠程,False,matched,filled,filled,preserved,证券代码及名称匹配
002630.SZ,*ST华西,*ST华西,False,matched,filled,filled,preserved,证券代码及名称匹配
000692.SZ,惠天热电,惠天热电,True,matched,filled,filled,preserved,证券代码及名称匹配
600112.SH,贵州长征天成控股股份有限公司,,False,unmatched,unchanged,unchanged,unchanged,证券代码未匹配官方快照
601666.SH,平煤股份,平煤股份,True,matched,preserved,preserved,preserved,证券代码及名称匹配
688005.SH,容百科技,容百科技,True,matched,preserved,preserved,preserved,证券代码及名称匹配
600925.SH,苏能股份,苏能股份,True,matched,preserved,preserved,preserved,证券代码及名称匹配
