priority,company_code,company_name,report_year,indicator_code,indicator_weight,tier,candidate_count,distinct_values,max_confidence,current_rank,best_rank,worst_rank,rank_span,crosses_top_200,conflict_risk,boundary_risk,instability_risk,weight_risk,confidence_risk,impact_score,baseline_confidence_rank,baseline_weight_rank,next_action
256,603689.SH,皖天然气,2025,Q_G_DEBT_ASSET_RATE,2.8,manual_signature_required,3,42.96|42.961,0.94,4,4,50,46,False,1.0,0.25,0.46,0.311111,0.06,55.416667,225,124,review_conflict_candidates
257,600642.SH,申能股份,2025,Q_G_REVENUE_GROWTH,2.1,manual_signature_required,2,-5.36801|30.5489,0.91,48,48,91,43,False,1.0,0.314465,0.43,0.233333,0.09,55.411635,41,196,review_conflict_candidates
258,000922.SZ,佳电股份,2025,Q_S_RD_RATE,3.0,single_candidate_review,1,3.4,0.9,60,20,171,151,False,0.4,0.632911,1.0,0.333333,0.1,55.322785,17,31,manual_spot_check
259,600674.SH,川投能源,2025,Q_G_REVENUE_GROWTH,2.1,manual_signature_required,2,3.64656|4.64746,0.91,27,27,73,46,False,1.0,0.282486,0.46,0.233333,0.09,55.212147,43,198,review_conflict_candidates
260,300850.SZ,新强联,2025,Q_S_SAFETY_INVEST_RATE,2.5,consistent_multi_review,2,0.36,0.9,126,126,185,59,False,0.55,0.769231,0.59,0.277778,0.1,54.947436,14,165,manual_spot_check
261,600098.SH,广州发展,2025,Q_G_DEBT_ASSET_RATE,2.8,manual_signature_required,2,61.76|63.3932,0.94,8,8,48,40,False,1.0,0.247525,0.4,0.311111,0.06,54.154785,173,72,review_conflict_candidates
262,600968.SH,海油发展,2025,Q_S_RD_RATE,3.0,manual_signature_required,2,2.49|3.33,0.96,13,13,49,36,False,1.0,0.248756,0.36,0.333333,0.04,53.618905,273,25,review_conflict_candidates
263,000791.SZ,甘肃能源,2025,Q_S_RD_RATE,3.0,single_candidate_review,1,0.06,0.82,237,237,333,96,False,0.4,0.574713,0.96,0.333333,0.18,53.467816,2,30,manual_spot_check
264,600968.SH,海油发展,2025,Q_G_DEBT_ASSET_RATE,2.8,manual_signature_required,2,40.9785|40.98,0.94,13,13,49,36,False,1.0,0.248756,0.36,0.311111,0.06,53.385572,201,101,review_conflict_candidates
265,600968.SH,海油发展,2025,Q_G_REVENUE_GROWTH,2.1,manual_signature_required,2,-19.548|-4.10129,0.91,13,13,49,36,False,1.0,0.248756,0.36,0.233333,0.09,52.368905,54,211,review_conflict_candidates
266,603606.SH,东方电缆,2025,Q_G_REVENUE_GROWTH,2.1,manual_signature_required,2,19.2572|462.98,0.91,7,7,42,35,False,1.0,0.240385,0.35,0.233333,0.09,51.959615,75,233,review_conflict_candidates
267,600508.SH,上海能源,2025,Q_S_RD_RATE,3.0,single_candidate_review,1,4.12,0.82,64,43,146,103,False,0.4,0.480769,1.0,0.333333,0.18,51.919231,4,34,manual_spot_check
268,001301.SZ,尚太科技,2025,Q_G_DEBT_ASSET_RATE,2.8,manual_signature_required,2,40.26|40.2622,0.94,17,17,44,27,False,1.0,0.242718,0.27,0.311111,0.06,51.434628,131,39,review_conflict_candidates
269,002259.SZ,升达林业,2025,Q_G_DEBT_ASSET_RATE,2.8,manual_signature_required,2,52.0462|70.69,0.94,2,2,22,20,False,1.0,0.219298,0.2,0.311111,0.06,49.449123,134,41,review_conflict_candidates
270,688660.SH,电气风电,2025,Q_S_ENV_INVEST_RATE,1.5,single_candidate_review,1,0.02,0.9,371,255,437,182,False,0.4,0.47619,1.0,0.166667,0.1,48.904762,23,275,manual_spot_check
271,002980.SZ,华盛昌,2025,Q_S_RD_RATE,3.0,single_candidate_review,1,10.26,0.82,361,329,451,122,False,0.4,0.27933,1.0,0.333333,0.18,46.88324,3,32,manual_spot_check
272,000543.SZ,皖能电力,2025,Q_S_RD_RATE,3.0,single_candidate_review,1,0.78,0.82,325,325,420,95,False,0.4,0.285714,0.95,0.333333,0.18,46.042857,1,29,manual_spot_check
273,000400.SZ,许继电气,2025,Q_S_ENV_INVEST_RATE,1.5,single_candidate_review,1,0.03,0.9,87,87,147,60,False,0.4,0.485437,0.6,0.166667,0.1,41.135922,15,273,manual_spot_check
274,600236.SH,桂冠电力,2025,Q_S_ENV_INVEST_RATE,1.5,single_candidate_review,1,0.26,0.9,1,1,57,56,False,0.4,0.259067,0.56,0.166667,0.1,34.676684,19,274,manual_spot_check
275,605117.SH,德业股份,2025,Q_S_SAFETY_INVEST_RATE,2.5,single_candidate_review,1,0.12,0.9,5,5,39,34,False,0.4,0.236967,0.34,0.277778,0.1,31.390837,22,170,manual_spot_check
