gap_rank,esg_status,company_code,company_name,report_year,indicator_code,indicator_name,indicator_weight,priority,status,next_action
10882,collected,600674.SH,川投能源,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
10883,collected,600674.SH,川投能源,2025,X_E_GREEN_TRANSITION,绿色转型,1.5,2,evidence_missing,locate_additional_public_evidence
10884,collected,600674.SH,川投能源,2025,X_E_SOLID_WASTE,固体废物,1.5,2,evidence_missing,locate_additional_public_evidence
10885,collected,600688.SH,上海石化,2025,X_E_COMPLIANCE,环境合规,1.5,2,evidence_missing,locate_additional_public_evidence
10886,collected,600688.SH,上海石化,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
10887,collected,600688.SH,上海石化,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
10888,collected,600688.SH,上海石化,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
10889,collected,600688.SH,上海石化,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
10890,collected,600688.SH,上海石化,2025,X_E_GREEN_TRANSITION,绿色转型,1.5,2,evidence_missing,locate_additional_public_evidence
10891,collected,600688.SH,上海石化,2025,X_E_SOLID_WASTE,固体废物,1.5,2,evidence_missing,locate_additional_public_evidence
10892,collected,600688.SH,上海石化,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
10893,collected,600725.SH,云维股份,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
10894,collected,600725.SH,云维股份,2025,X_E_COMPLIANCE,环境合规,1.5,2,evidence_missing,locate_additional_public_evidence
10895,collected,600725.SH,云维股份,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
10896,collected,600725.SH,云维股份,2025,X_E_ENV_SYSTEM,环保体系,1.5,2,evidence_missing,locate_additional_public_evidence
10897,collected,600725.SH,云维股份,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
10898,collected,600725.SH,云维股份,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
10899,collected,600725.SH,云维股份,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
10900,collected,600725.SH,云维股份,2025,X_E_HAZ_WASTE,危险废物,1.5,2,evidence_missing,locate_additional_public_evidence
10901,collected,600725.SH,云维股份,2025,X_E_IMPACT,环境影响,1.5,2,evidence_missing,locate_additional_public_evidence
10902,collected,600725.SH,云维股份,2025,X_E_SOLID_WASTE,固体废物,1.5,2,evidence_missing,locate_additional_public_evidence
10903,collected,600725.SH,云维股份,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
10904,collected,600732.SH,爱旭股份,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
10905,collected,600744.SH,华银电力,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
10906,collected,600744.SH,华银电力,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
10907,collected,600744.SH,华银电力,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
10908,collected,600744.SH,华银电力,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
10909,collected,600744.SH,华银电力,2025,X_E_GREEN_TRANSITION,绿色转型,1.5,2,evidence_missing,locate_additional_public_evidence
10910,collected,600744.SH,华银电力,2025,X_E_SOLID_WASTE,固体废物,1.5,2,evidence_missing,locate_additional_public_evidence
10911,collected,600777.SH,新潮能源,2025,X_E_COMPLIANCE,环境合规,1.5,2,evidence_missing,locate_additional_public_evidence
10912,collected,600777.SH,新潮能源,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
10913,collected,600777.SH,新潮能源,2025,X_E_ENV_SYSTEM,环保体系,1.5,2,evidence_missing,locate_additional_public_evidence
10914,collected,600777.SH,新潮能源,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
10915,collected,600777.SH,新潮能源,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
10916,collected,600777.SH,新潮能源,2025,X_E_GREEN_TRANSITION,绿色转型,1.5,2,evidence_missing,locate_additional_public_evidence
10917,collected,600777.SH,新潮能源,2025,X_E_IMPACT,环境影响,1.5,2,evidence_missing,locate_additional_public_evidence
10918,collected,600777.SH,新潮能源,2025,X_E_SOLID_WASTE,固体废物,1.5,2,evidence_missing,locate_additional_public_evidence
10919,collected,600777.SH,新潮能源,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
10920,collected,600780.SH,XD通宝能,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
10921,collected,600780.SH,XD通宝能,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
10922,collected,600780.SH,XD通宝能,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
10923,collected,600780.SH,XD通宝能,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
10924,collected,600795.SH,国电电力,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
10925,collected,600795.SH,国电电力,2025,X_E_ENV_SYSTEM,环保体系,1.5,2,evidence_missing,locate_additional_public_evidence
10926,collected,600795.SH,国电电力,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
10927,collected,600795.SH,国电电力,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
10928,collected,600803.SH,新奥股份,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
10929,collected,600803.SH,新奥股份,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
10930,collected,600803.SH,新奥股份,2025,X_E_HAZ_WASTE,危险废物,1.5,2,evidence_missing,locate_additional_public_evidence
10931,collected,600821.SH,金开新能,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
10932,collected,600821.SH,金开新能,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
10933,collected,600821.SH,金开新能,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
10934,collected,600821.SH,金开新能,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
10935,collected,600847.SH,万里股份,2025,X_E_COMPLIANCE,环境合规,1.5,2,evidence_missing,locate_additional_public_evidence
10936,collected,600847.SH,万里股份,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
10937,collected,600847.SH,万里股份,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
10938,collected,600847.SH,万里股份,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
10939,collected,600847.SH,万里股份,2025,X_E_GREEN_TRANSITION,绿色转型,1.5,2,evidence_missing,locate_additional_public_evidence
10940,collected,600847.SH,万里股份,2025,X_E_IMPACT,环境影响,1.5,2,evidence_missing,locate_additional_public_evidence
10941,collected,600847.SH,万里股份,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
10942,collected,600871.SH,石化油服,2025,X_E_ENV_SYSTEM,环保体系,1.5,2,evidence_missing,locate_additional_public_evidence
10943,collected,600871.SH,石化油服,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
10944,collected,600871.SH,石化油服,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
10945,collected,600871.SH,石化油服,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
10946,collected,600885.SH,宏发股份,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
10947,collected,600885.SH,宏发股份,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
10948,collected,600900.SH,长江电力,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
10949,collected,600900.SH,长江电力,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
10950,collected,600900.SH,长江电力,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
10951,collected,600903.SH,贵州燃气,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
10952,collected,600903.SH,贵州燃气,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
10953,collected,600905.SH,三峡能源,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
10954,collected,600905.SH,三峡能源,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
10955,collected,600905.SH,三峡能源,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
10956,collected,600917.SH,重庆燃气,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
10957,collected,600917.SH,重庆燃气,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
10958,collected,600917.SH,重庆燃气,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
10959,collected,600917.SH,重庆燃气,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
10960,collected,600917.SH,重庆燃气,2025,X_E_SOLID_WASTE,固体废物,1.5,2,evidence_missing,locate_additional_public_evidence
10961,collected,600956.SH,新天绿能,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
10962,collected,600956.SH,新天绿能,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
10963,collected,600968.SH,海油发展,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
10964,collected,600968.SH,海油发展,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
10965,collected,600968.SH,海油发展,2025,X_E_ENV_SYSTEM,环保体系,1.5,2,evidence_missing,locate_additional_public_evidence
10966,collected,600968.SH,海油发展,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
10967,collected,600968.SH,海油发展,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
10968,collected,600968.SH,海油发展,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
10969,collected,600969.SH,郴电国际,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
10970,collected,600969.SH,郴电国际,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
10971,collected,600969.SH,郴电国际,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
10972,collected,600969.SH,郴电国际,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
10973,collected,600969.SH,郴电国际,2025,X_E_HAZ_WASTE,危险废物,1.5,2,evidence_missing,locate_additional_public_evidence
10974,collected,600969.SH,郴电国际,2025,X_E_SOLID_WASTE,固体废物,1.5,2,evidence_missing,locate_additional_public_evidence
10975,collected,600969.SH,郴电国际,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
10976,collected,600995.SH,南网储能,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
10977,collected,600995.SH,南网储能,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
10978,collected,600995.SH,南网储能,2025,X_E_ENV_SYSTEM,环保体系,1.5,2,evidence_missing,locate_additional_public_evidence
10979,collected,600995.SH,南网储能,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
10980,collected,600995.SH,南网储能,2025,X_E_IMPACT,环境影响,1.5,2,evidence_missing,locate_additional_public_evidence
10981,collected,600995.SH,南网储能,2025,X_E_SOLID_WASTE,固体废物,1.5,2,evidence_missing,locate_additional_public_evidence
10982,collected,601001.SH,晋控煤业,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
10983,collected,601001.SH,晋控煤业,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
10984,collected,601001.SH,晋控煤业,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
10985,collected,601001.SH,晋控煤业,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
10986,collected,601012.SH,隆基绿能,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
10987,collected,601012.SH,隆基绿能,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
10988,collected,601012.SH,隆基绿能,2025,X_E_HAZ_WASTE,危险废物,1.5,2,evidence_missing,locate_additional_public_evidence
10989,collected,601012.SH,隆基绿能,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
10990,collected,601088.SH,中国神华,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
10991,collected,601088.SH,中国神华,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
10992,collected,601126.SH,四方股份,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
10993,collected,601126.SH,四方股份,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
10994,collected,601126.SH,四方股份,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
10995,collected,601126.SH,四方股份,2025,X_E_HAZ_WASTE,危险废物,1.5,2,evidence_missing,locate_additional_public_evidence
10996,collected,601126.SH,四方股份,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
10997,collected,601139.SH,深圳燃气,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
10998,collected,601139.SH,深圳燃气,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
10999,collected,601139.SH,深圳燃气,2025,X_E_SOLID_WASTE,固体废物,1.5,2,evidence_missing,locate_additional_public_evidence
11000,collected,601225.SH,陕西煤业,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
11001,collected,601225.SH,陕西煤业,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
11002,collected,601225.SH,陕西煤业,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
11003,collected,601233.SH,桐昆股份,2025,X_E_COMPLIANCE,环境合规,1.5,2,evidence_missing,locate_additional_public_evidence
11004,collected,601233.SH,桐昆股份,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
11005,collected,601233.SH,桐昆股份,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
11006,collected,601233.SH,桐昆股份,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
11007,collected,601233.SH,桐昆股份,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
11008,collected,601233.SH,桐昆股份,2025,X_E_HAZ_WASTE,危险废物,1.5,2,evidence_missing,locate_additional_public_evidence
11009,collected,601233.SH,桐昆股份,2025,X_E_IMPACT,环境影响,1.5,2,evidence_missing,locate_additional_public_evidence
11010,collected,601567.SH,三星电气,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
11011,collected,601567.SH,三星电气,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
11012,collected,601567.SH,三星电气,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
11013,collected,601567.SH,三星电气,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
11014,collected,601615.SH,明阳智能,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
11015,collected,601615.SH,明阳智能,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
11016,collected,601619.SH,嘉泽新能,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
11017,collected,601619.SH,嘉泽新能,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
11018,collected,601619.SH,嘉泽新能,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
11019,collected,601619.SH,嘉泽新能,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
11020,collected,601619.SH,嘉泽新能,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
11021,collected,601666.SH,平煤股份,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
11022,collected,601666.SH,平煤股份,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
11023,collected,601666.SH,平煤股份,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
11024,collected,601666.SH,平煤股份,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
11025,collected,601666.SH,平煤股份,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
11026,collected,601727.SH,上海电气,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
11027,collected,601778.SH,晶科科技,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
11028,collected,601778.SH,晶科科技,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
11029,collected,601778.SH,晶科科技,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
11030,collected,601778.SH,晶科科技,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
11031,collected,601857.SH,中国石油,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
11032,collected,601857.SH,中国石油,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
11033,collected,601877.SH,正泰电器,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
11034,collected,601877.SH,正泰电器,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
11035,collected,601877.SH,正泰电器,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
11036,collected,601918.SH,新集能源,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
11037,collected,601918.SH,新集能源,2025,X_E_COMPLIANCE,环境合规,1.5,2,evidence_missing,locate_additional_public_evidence
11038,collected,601918.SH,新集能源,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
11039,collected,601918.SH,新集能源,2025,X_E_ENV_SYSTEM,环保体系,1.5,2,evidence_missing,locate_additional_public_evidence
11040,collected,601918.SH,新集能源,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
11041,collected,601918.SH,新集能源,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
11042,collected,601918.SH,新集能源,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
11043,collected,601918.SH,新集能源,2025,X_E_HAZ_WASTE,危险废物,1.5,2,evidence_missing,locate_additional_public_evidence
11044,collected,601918.SH,新集能源,2025,X_E_IMPACT,环境影响,1.5,2,evidence_missing,locate_additional_public_evidence
11045,collected,601918.SH,新集能源,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
11046,collected,601985.SH,中国核电,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
11047,collected,601985.SH,中国核电,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
11048,collected,601985.SH,中国核电,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
11049,collected,601991.SH,大唐发电,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
11050,collected,601991.SH,大唐发电,2025,X_E_ENV_SYSTEM,环保体系,1.5,2,evidence_missing,locate_additional_public_evidence
11051,collected,601991.SH,大唐发电,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
11052,collected,601991.SH,大唐发电,2025,X_E_IMPACT,环境影响,1.5,2,evidence_missing,locate_additional_public_evidence
11053,collected,603031.SH,安孚科技,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
11054,collected,603032.SH,德新科技,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
11055,collected,603032.SH,德新科技,2025,X_E_COMPLIANCE,环境合规,1.5,2,evidence_missing,locate_additional_public_evidence
11056,collected,603032.SH,德新科技,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
11057,collected,603032.SH,德新科技,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
11058,collected,603032.SH,德新科技,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
11059,collected,603032.SH,德新科技,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
11060,collected,603032.SH,德新科技,2025,X_E_GREEN_TRANSITION,绿色转型,1.5,2,evidence_missing,locate_additional_public_evidence
11061,collected,603032.SH,德新科技,2025,X_E_HAZ_WASTE,危险废物,1.5,2,evidence_missing,locate_additional_public_evidence
11062,collected,603032.SH,德新科技,2025,X_E_IMPACT,环境影响,1.5,2,evidence_missing,locate_additional_public_evidence
11063,collected,603032.SH,德新科技,2025,X_E_SOLID_WASTE,固体废物,1.5,2,evidence_missing,locate_additional_public_evidence
11064,collected,603032.SH,德新科技,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
11065,collected,603053.SH,成都燃气,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
11066,collected,603053.SH,成都燃气,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
11067,collected,603053.SH,成都燃气,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
11068,collected,603053.SH,成都燃气,2025,X_E_GREEN_TRANSITION,绿色转型,1.5,2,evidence_missing,locate_additional_public_evidence
11069,collected,603053.SH,成都燃气,2025,X_E_SOLID_WASTE,固体废物,1.5,2,evidence_missing,locate_additional_public_evidence
11070,collected,603053.SH,成都燃气,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
11071,collected,603063.SH,禾望电气,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
11072,collected,603063.SH,禾望电气,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
11073,collected,603320.SH,迪贝电气,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
11074,collected,603320.SH,迪贝电气,2025,X_E_COMPLIANCE,环境合规,1.5,2,evidence_missing,locate_additional_public_evidence
11075,collected,603320.SH,迪贝电气,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
11076,collected,603320.SH,迪贝电气,2025,X_E_ENV_SYSTEM,环保体系,1.5,2,evidence_missing,locate_additional_public_evidence
11077,collected,603320.SH,迪贝电气,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
11078,collected,603320.SH,迪贝电气,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
11079,collected,603320.SH,迪贝电气,2025,X_E_GREEN_SUPPLY_CHAIN,绿色供应链,1.5,2,evidence_missing,locate_additional_public_evidence
11080,collected,603320.SH,迪贝电气,2025,X_E_GREEN_TRANSITION,绿色转型,1.5,2,evidence_missing,locate_additional_public_evidence
11081,collected,603320.SH,迪贝电气,2025,X_E_HAZ_WASTE,危险废物,1.5,2,evidence_missing,locate_additional_public_evidence
11082,collected,603320.SH,迪贝电气,2025,X_E_IMPACT,环境影响,1.5,2,evidence_missing,locate_additional_public_evidence
11083,collected,603320.SH,迪贝电气,2025,X_E_SOLID_WASTE,固体废物,1.5,2,evidence_missing,locate_additional_public_evidence
11084,collected,603320.SH,迪贝电气,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
11085,collected,603396.SH,金辰股份,2025,X_E_EMERGENCY,应急管理,1.5,2,evidence_missing,locate_additional_public_evidence
11086,collected,603396.SH,金辰股份,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
11087,collected,603396.SH,金辰股份,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
11088,collected,603507.SH,振江股份,2025,X_E_GREEN_FINANCE,绿色融资,1.5,2,evidence_missing,locate_additional_public_evidence
11089,collected,603507.SH,振江股份,2025,X_E_GREEN_OFFICE,绿色办公,1.5,2,evidence_missing,locate_additional_public_evidence
11090,collected,603507.SH,振江股份,2025,X_E_SOLID_WASTE,固体废物,1.5,2,evidence_missing,locate_additional_public_evidence
11091,collected,603507.SH,振江股份,2025,X_E_TRAINING,环保培训,1.5,2,evidence_missing,locate_additional_public_evidence
11092,collected,603618.SH,杭电股份,2025,X_E_CLEAN_PRODUCTION,清洁生产,1.5,2,evidence_missing,locate_additional_public_evidence
