company_code,company_name,report_year,document_type,source_channel,official_domain,candidate_url,domain_verification,download_status,next_action,scoring_authorized
600903.SH,贵州燃气,2025,annual_report,issuer_official_website,guizhougas.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600903.SH,贵州燃气,2025,esg_report,issuer_official_website,guizhougas.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600905.SH,三峡能源,2025,annual_report,issuer_official_website,ctgne.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600905.SH,三峡能源,2025,esg_report,issuer_official_website,ctgne.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600917.SH,重庆燃气,2025,annual_report,issuer_official_website,cqgas.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600917.SH,重庆燃气,2025,esg_report,issuer_official_website,cqgas.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600925.SH,苏能股份,2025,annual_report,issuer_official_website,stcn.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600938.SH,中国海油,2025,annual_report,issuer_official_website,cnoocltd.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600956.SH,新天绿能,2025,annual_report,issuer_official_website,suntien.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600956.SH,新天绿能,2025,esg_report,issuer_official_website,suntien.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600968.SH,海油发展,2025,annual_report,issuer_official_website,cenertech.cnooc.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600968.SH,海油发展,2025,esg_report,issuer_official_website,cenertech.cnooc.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600969.SH,郴电国际,2025,annual_report,issuer_official_website,chendianguoji.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600969.SH,郴电国际,2025,esg_report,issuer_official_website,chendianguoji.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600973.SH,宝胜股份,2025,annual_report,issuer_official_website,baoshengcable.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600979.SH,广安爱众,2025,annual_report,issuer_official_website,stcn.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600982.SH,宁波能源,2025,annual_report,issuer_official_website,nbtp.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600995.SH,南网储能,2025,annual_report,issuer_official_website,csg.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
600995.SH,南网储能,2025,esg_report,issuer_official_website,csg.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601001.SH,晋控煤业,2025,annual_report,issuer_official_website,dtmy.jnkgjtnews.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601001.SH,晋控煤业,2025,esg_report,issuer_official_website,dtmy.jnkgjtnews.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601012.SH,隆基绿能,2025,annual_report,issuer_official_website,ember-energy.org,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601012.SH,隆基绿能,2025,esg_report,issuer_official_website,ember-energy.org,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601016.SH,节能风电,2025,annual_report,issuer_official_website,cecwpc.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601088.SH,中国神华,2025,annual_report,issuer_official_website,tanjiaoyi.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601088.SH,中国神华,2025,esg_report,issuer_official_website,tanjiaoyi.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601126.SH,四方股份,2025,annual_report,issuer_official_website,sf-auto.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601126.SH,四方股份,2025,esg_report,issuer_official_website,sf-auto.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601139.SH,深圳燃气,2025,annual_report,issuer_official_website,szgas.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601139.SH,深圳燃气,2025,esg_report,issuer_official_website,szgas.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601179.SH,中国西电,2025,annual_report,issuer_official_website,xdect.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601218.SH,吉鑫科技,2025,annual_report,issuer_official_website,sinojit.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601222.SH,林洋能源,2025,annual_report,issuer_official_website,linyang.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601225.SH,陕西煤业,2025,annual_report,issuer_official_website,sthjzh.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601225.SH,陕西煤业,2025,esg_report,issuer_official_website,sthjzh.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601233.SH,桐昆股份,2025,annual_report,issuer_official_website,zjtkgf.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601233.SH,桐昆股份,2025,esg_report,issuer_official_website,zjtkgf.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601311.SH,骆驼股份,2025,annual_report,issuer_official_website,chinacamel.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601567.SH,三星电气,2025,annual_report,issuer_official_website,sanxing.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601567.SH,三星电气,2025,esg_report,issuer_official_website,sanxing.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601611.SH,中国核建,2025,annual_report,issuer_official_website,cnecc.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601615.SH,明阳智能,2025,annual_report,issuer_official_website,myse.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601615.SH,明阳智能,2025,esg_report,issuer_official_website,myse.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601616.SH,广电电气,2025,annual_report,issuer_official_website,sse.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601619.SH,嘉泽新能,2025,annual_report,issuer_official_website,jzne.net.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601619.SH,嘉泽新能,2025,esg_report,issuer_official_website,jzne.net.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601666.SH,平煤股份,2025,annual_report,issuer_official_website,pmta.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601666.SH,平煤股份,2025,esg_report,issuer_official_website,pmta.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601669.SH,中国电建,2025,annual_report,issuer_official_website,powerchina.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601700.SH,风范股份,2025,annual_report,issuer_official_website,zqrb.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601727.SH,上海电气,2025,annual_report,issuer_official_website,shanghai-electric.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601727.SH,上海电气,2025,esg_report,issuer_official_website,shanghai-electric.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601778.SH,晶科科技,2025,annual_report,issuer_official_website,jinkopower.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601778.SH,晶科科技,2025,esg_report,issuer_official_website,jinkopower.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601808.SH,中海油服,2025,annual_report,issuer_official_website,cosl.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601857.SH,中国石油,2025,annual_report,issuer_official_website,petrochina.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601857.SH,中国石油,2025,esg_report,issuer_official_website,petrochina.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601865.SH,福莱特,2025,annual_report,issuer_official_website,flatgroup.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601868.SH,中国能建,2025,annual_report,issuer_official_website,ceec.net.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601877.SH,正泰电器,2025,annual_report,issuer_official_website,leveragelimited.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601877.SH,正泰电器,2025,esg_report,issuer_official_website,leveragelimited.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601898.SH,中煤能源,2025,annual_report,issuer_official_website,sthjzh.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601908.SH,京运通,2025,annual_report,issuer_official_website,jingyuntong.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601918.SH,新集能源,2025,annual_report,issuer_official_website,xinji.chinacoal.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601918.SH,新集能源,2025,esg_report,issuer_official_website,xinji.chinacoal.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601985.SH,中国核电,2025,annual_report,issuer_official_website,cnnp.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601985.SH,中国核电,2025,esg_report,issuer_official_website,cnnp.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601991.SH,大唐发电,2025,annual_report,issuer_official_website,dtpower.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
601991.SH,大唐发电,2025,esg_report,issuer_official_website,dtpower.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603016.SH,新宏泰,2025,annual_report,issuer_official_website,newhongtai.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603026.SH,石大胜华,2025,annual_report,issuer_official_website,sinodmc.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603031.SH,安孚科技,2025,annual_report,issuer_official_website,hjtj.cnemc.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603031.SH,安孚科技,2025,esg_report,issuer_official_website,hjtj.cnemc.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603032.SH,德新科技,2025,annual_report,issuer_official_website,dxtl.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603032.SH,德新科技,2025,esg_report,issuer_official_website,dxtl.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603050.SH,科林电气,2025,annual_report,issuer_official_website,kechina.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603053.SH,成都燃气,2025,annual_report,issuer_official_website,cdgas.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603053.SH,成都燃气,2025,esg_report,issuer_official_website,cdgas.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603063.SH,禾望电气,2025,annual_report,issuer_official_website,hopewind.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603063.SH,禾望电气,2025,esg_report,issuer_official_website,hopewind.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603070.SH,万控智造,2025,annual_report,issuer_official_website,wecome.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603080.SH,新疆火炬,2025,annual_report,issuer_official_website,xjhjrq.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603097.SH,江苏华辰,2025,annual_report,issuer_official_website,hcbyq.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603105.SH,芯能科技,2025,annual_report,issuer_official_website,sunorensolar.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603185.SH,弘元绿能,2025,annual_report,issuer_official_website,hysolar.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603191.SH,望变电气,2025,annual_report,issuer_official_website,byzf.cqree.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603212.SH,赛伍技术,2025,annual_report,issuer_official_website,cybrid.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603218.SH,日月股份,2025,annual_report,issuer_official_website,riyuehi.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603312.SH,西典新能,2025,annual_report,issuer_official_website,wdint.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603318.SH,水发燃气,2025,annual_report,issuer_official_website,sdsf.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603320.SH,迪贝电气,2025,annual_report,issuer_official_website,stcn.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603320.SH,迪贝电气,2025,esg_report,issuer_official_website,stcn.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603333.SH,尚纬股份,2025,annual_report,issuer_official_website,sunwayint.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603344.SH,星德胜,2025,annual_report,issuer_official_website,cds.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603353.SH,和顺石油,2025,annual_report,issuer_official_website,hnhsjt.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603393.SH,新天然气,2025,annual_report,issuer_official_website,xintaienergy.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603396.SH,金辰股份,2025,annual_report,issuer_official_website,jinchensolar.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603396.SH,金辰股份,2025,esg_report,issuer_official_website,jinchensolar.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603489.SH,八方股份,2025,annual_report,issuer_official_website,bafang-e.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603507.SH,振江股份,2025,annual_report,issuer_official_website,zjavim.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603507.SH,振江股份,2025,esg_report,issuer_official_website,zjavim.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603530.SH,神马电力,2025,annual_report,issuer_official_website,shemar.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603556.SH,海兴电力,2025,annual_report,issuer_official_website,hxgroup.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603577.SH,汇金通,2025,annual_report,issuer_official_website,hjttower.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603606.SH,东方电缆,2025,annual_report,issuer_official_website,orientcable.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603618.SH,杭电股份,2025,annual_report,issuer_official_website,hzcables.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603618.SH,杭电股份,2025,esg_report,issuer_official_website,hzcables.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603619.SH,中曼石油,2025,annual_report,issuer_official_website,zpec.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603628.SH,清源股份,2025,annual_report,issuer_official_website,stcn.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603659.SH,璞泰来,2025,annual_report,issuer_official_website,evtank.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603689.SH,皖天然气,2025,annual_report,issuer_official_website,ahtrq.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603689.SH,皖天然气,2025,esg_report,issuer_official_website,ahtrq.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603693.SH,江苏新能,2025,annual_report,issuer_official_website,jsne.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603693.SH,江苏新能,2025,esg_report,issuer_official_website,jsne.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603706.SH,东方环宇,2025,annual_report,issuer_official_website,stcn.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603706.SH,东方环宇,2025,esg_report,issuer_official_website,stcn.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603727.SH,博迈科,2025,annual_report,issuer_official_website,bomesc.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603728.SH,鸣志电器,2025,annual_report,issuer_official_website,moons.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603798.SH,康普顿,2025,annual_report,issuer_official_website,copton.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603806.SH,福斯特,2025,annual_report,issuer_official_website,firstpvm.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603819.SH,神力股份,2025,annual_report,issuer_official_website,czshenli.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603829.SH,洛凯股份,2025,annual_report,issuer_official_website,lk-jd.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603861.SH,白云电器,2025,annual_report,issuer_official_website,bydq.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603861.SH,白云电器,2025,esg_report,issuer_official_website,bydq.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603897.SH,长城科技,2025,annual_report,issuer_official_website,grandwall.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603906.SH,龙蟠科技,2025,annual_report,issuer_official_website,lopal.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603985.SH,恒润股份,2025,annual_report,issuer_official_website,hrflanges.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603985.SH,恒润股份,2025,esg_report,issuer_official_website,hrflanges.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
603988.SH,中电电机,2025,annual_report,issuer_official_website,sec-motor.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
605011.SH,杭州热电,2025,annual_report,issuer_official_website,hzrdjt.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
605011.SH,杭州热电,2025,esg_report,issuer_official_website,hzrdjt.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
605028.SH,世茂能源,2025,annual_report,issuer_official_website,shimaoenergy.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
605028.SH,世茂能源,2025,esg_report,issuer_official_website,shimaoenergy.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
605066.SH,天正电气,2025,annual_report,issuer_official_website,tengen.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
605090.SH,九丰能源,2025,annual_report,issuer_official_website,jovo.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
605117.SH,德业股份,2025,annual_report,issuer_official_website,deye.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
605117.SH,德业股份,2025,esg_report,issuer_official_website,deye.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
605162.SH,新中港,2025,annual_report,issuer_official_website,zjxzgrd.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
605162.SH,新中港,2025,esg_report,issuer_official_website,zjxzgrd.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
605169.SH,洪通燃气,2025,annual_report,issuer_official_website,xjhtrq.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
605196.SH,华通线缆,2025,annual_report,issuer_official_website,ht-hvaton.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
605196.SH,华通线缆,2025,esg_report,issuer_official_website,ht-hvaton.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
605222.SH,起帆电缆,2025,annual_report,issuer_official_website,qifancable.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
605368.SH,蓝天燃气,2025,annual_report,issuer_official_website,hnltrq.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
605378.SH,野马电池,2025,annual_report,issuer_official_website,mustangbattery.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
605580.SH,恒盛能源,2025,annual_report,issuer_official_website,hs-energy.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
605580.SH,恒盛能源,2025,esg_report,issuer_official_website,hs-energy.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
688005.SH,容百科技,2025,annual_report,issuer_official_website,ronbaymat.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
688005.SH,容百科技,2025,esg_report,issuer_official_website,ronbaymat.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
688006.SH,杭可科技,2025,annual_report,issuer_official_website,chr-group.net,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
688006.SH,杭可科技,2025,esg_report,issuer_official_website,chr-group.net,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
688032.SH,禾迈股份,2025,annual_report,issuer_official_website,stcn.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
688032.SH,禾迈股份,2025,esg_report,issuer_official_website,stcn.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
688063.SH,派能科技,2025,annual_report,issuer_official_website,pylontech.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
688063.SH,派能科技,2025,esg_report,issuer_official_website,pylontech.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
688116.SH,天奈科技,2025,annual_report,issuer_official_website,cnanotechnology.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
688116.SH,天奈科技,2025,esg_report,issuer_official_website,cnanotechnology.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
688147.SH,微导纳米,2025,annual_report,issuer_official_website,leadmicro.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
688148.SH,芳源股份,2025,annual_report,issuer_official_website,fangyuan-group.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
688155.SH,先惠技术,2025,annual_report,issuer_official_website,sk1.net.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
688191.SH,智洋创新,2025,annual_report,issuer_official_website,zhiyang.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
688223.SH,晶科能源,2025,annual_report,issuer_official_website,jinkosolar.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
688226.SH,威腾电气,2025,annual_report,issuer_official_website,wetown.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
688248.SH,南网科技,2025,annual_report,issuer_official_website,csg.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
688248.SH,南网科技,2025,esg_report,issuer_official_website,csg.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
688275.SH,万润新能,2025,annual_report,issuer_official_website,hbwanrun.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
688303.SH,大全能源,2025,annual_report,issuer_official_website,xjdqsolar.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
688303.SH,大全能源,2025,esg_report,issuer_official_website,xjdqsolar.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
688330.SH,宏力达,2025,annual_report,issuer_official_website,holystar.com.cn,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
688339.SH,亿华通,2025,annual_report,issuer_official_website,stcn.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
688339.SH,亿华通,2025,esg_report,issuer_official_website,stcn.com,,verified,pending_report_discovery,在已核验官网域名下发现HTTPS年报/ESG报告PDF链接,False
