company_code,company_name,report_year,indicator_code,candidate_count,distinct_values,source_pages,recommended_value,review_reason
601567.SH,三星电气,2025,Q_G_OPERATING_MARGIN,1,11.0276,95,11.0276,single_or_consistent
601567.SH,三星电气,2025,Q_G_REVENUE_GROWTH,1,-1.64181,9,-1.64181,single_or_consistent
601567.SH,三星电气,2025,Q_G_ROA,1,6.77771,95,6.77771,single_or_consistent
601567.SH,三星电气,2025,Q_G_ROE,1,10.59,9,10.59,single_or_consistent
601567.SH,三星电气,2025,Q_G_TWO_FUNDS_RATE,1,50.0318,90,50.0318,single_or_consistent
601567.SH,三星电气,2025,Q_S_DIVIDEND_PER_SHARE,1,0.63,50,0.63,single_or_consistent
601567.SH,三星电气,2025,Q_S_RD_RATE,1,4.23,25,4.23,single_or_consistent
601616.SH,广电电气,2025,Q_G_AR_TURNOVER,1,1.92531,52,1.92531,single_or_consistent
601616.SH,广电电气,2025,Q_G_ASSET_TURNOVER,1,0.48743,53,0.48743,single_or_consistent
601616.SH,广电电气,2025,Q_G_CAPITAL_ACCUMULATION,1,-2.08836,54,-2.08836,single_or_consistent
601616.SH,广电电气,2025,Q_G_CASH_CURRENT_LIABILITY,1,11.096,59,11.096,single_or_consistent
601616.SH,广电电气,2025,Q_G_CASH_REALIZATION,1,104.294,59,104.294,single_or_consistent
601616.SH,广电电气,2025,Q_G_COST_REVENUE_RATE,1,104.228,56,104.228,single_or_consistent
601616.SH,广电电气,2025,Q_G_CURRENT_ASSET_TURNOVER,1,0.431278,52,0.431278,single_or_consistent
601616.SH,广电电气,2025,Q_G_DEBT_ASSET_RATE,1,15.3749,53,15.3749,single_or_consistent
601616.SH,广电电气,2025,Q_G_EBITDA_INTEREST,1,-18.9631,57,-18.9631,single_or_consistent
601616.SH,广电电气,2025,Q_G_OPERATING_MARGIN,1,-2.93403,57,-2.93403,single_or_consistent
601616.SH,广电电气,2025,Q_G_OPERATING_PROFIT_GROWTH,1,-121.245,57,-121.245,single_or_consistent
601616.SH,广电电气,2025,Q_G_REVENUE_GROWTH,1,-26.0888,6,-26.0888,single_or_consistent
601616.SH,广电电气,2025,Q_G_ROA,1,-1.32655,57,-1.32655,single_or_consistent
601616.SH,广电电气,2025,Q_G_ROE,1,1.42,6,1.42,single_or_consistent
601616.SH,广电电气,2025,Q_G_TWO_FUNDS_RATE,1,27.4136,52,27.4136,single_or_consistent
601616.SH,广电电气,2025,Q_S_RD_RATE,1,6.82,17,6.82,single_or_consistent
601666.SH,平煤股份,2025,Q_G_AR_TURNOVER,1,10.4179,100,10.4179,single_or_consistent
601666.SH,平煤股份,2025,Q_G_ASSET_TURNOVER,1,0.44174,101,0.44174,single_or_consistent
601666.SH,平煤股份,2025,Q_G_COST_REVENUE_RATE,1,97.9941,105,97.9941,single_or_consistent
601666.SH,平煤股份,2025,Q_G_CURRENT_ASSET_TURNOVER,1,1.39522,100,1.39522,single_or_consistent
601666.SH,平煤股份,2025,Q_G_DEBT_ASSET_RATE,1,65.1476,102,65.1476,single_or_consistent
601666.SH,平煤股份,2025,Q_G_EBITDA_INTEREST,1,1.40603,106,1.40603,single_or_consistent
601666.SH,平煤股份,2025,Q_G_OPERATING_MARGIN,1,2.80823,106,2.80823,single_or_consistent
601666.SH,平煤股份,2025,Q_G_REVENUE_GROWTH,1,-32.1962,6,-32.1962,single_or_consistent
601666.SH,平煤股份,2025,Q_G_ROA,1,3.26902,106,3.26902,single_or_consistent
601666.SH,平煤股份,2025,Q_G_ROE,1,1.04,7,1.04,single_or_consistent
601666.SH,平煤股份,2025,Q_G_TWO_FUNDS_RATE,1,17.1326,100,17.1326,single_or_consistent
601666.SH,平煤股份,2025,Q_S_RD_RATE,1,3.29,16,3.29,single_or_consistent
601877.SH,正泰电器,2025,Q_G_AR_TURNOVER,1,4.39948,101,4.39948,single_or_consistent
601877.SH,正泰电器,2025,Q_G_ASSET_TURNOVER,1,0.398652,102,0.398652,single_or_consistent
601877.SH,正泰电器,2025,Q_G_CASH_CURRENT_LIABILITY,1,37.4052,108,37.4052,single_or_consistent
601877.SH,正泰电器,2025,Q_G_CASH_REALIZATION,1,129.921,108,129.921,single_or_consistent
601877.SH,正泰电器,2025,Q_G_COST_REVENUE_RATE,1,88.7281,105,88.7281,single_or_consistent
601877.SH,正泰电器,2025,Q_G_CURRENT_ASSET_TURNOVER,1,0.68131,101,0.68131,single_or_consistent
601877.SH,正泰电器,2025,Q_G_DEBT_ASSET_RATE,1,66.132,102,66.132,single_or_consistent
601877.SH,正泰电器,2025,Q_G_EBITDA_INTEREST,1,4.85037,106,4.85037,single_or_consistent
