company_code,company_name,report_year,indicator_code,decision,candidate_count,distinct_values,selected_value,policy_version,reason
600968.SH,海油发展,2025,Q_G_REVENUE_GROWTH,auto_confirmed,1,-4.1013,-4.1013,public-disclosure-v3,official_annual_direct_consistent
600968.SH,海油发展,2025,Q_G_ROA,auto_confirmed,1,9.7564,9.7564,public-disclosure-v3,official_annual_direct_consistent
600968.SH,海油发展,2025,Q_G_ROE,auto_confirmed,1,13.69,13.69,public-disclosure-v3,official_annual_direct_consistent
600968.SH,海油发展,2025,Q_G_TWO_FUNDS_RATE,auto_confirmed,1,38.067,38.067,public-disclosure-v3,official_annual_direct_consistent
600968.SH,海油发展,2025,Q_S_DIVIDEND_PER_SHARE,auto_confirmed,1,0.147,0.147,public-disclosure-v3,official_annual_direct_consistent
600968.SH,海油发展,2025,Q_S_RD_RATE,auto_confirmed,2,2.49|3.33,2.49,public-disclosure-v3,official_annual_direct_consistent
600995.SH,南网储能,2025,Q_G_AR_TURNOVER,auto_confirmed,1,14.4836,14.4836,public-disclosure-v3,official_annual_direct_consistent
600995.SH,南网储能,2025,Q_G_ASSET_TURNOVER,auto_confirmed,1,0.1347,0.1347,public-disclosure-v3,official_annual_direct_consistent
600995.SH,南网储能,2025,Q_G_CASH_CURRENT_LIABILITY,auto_confirmed,1,74.4752,74.4752,public-disclosure-v3,official_annual_direct_consistent
600995.SH,南网储能,2025,Q_G_CASH_REALIZATION,auto_confirmed,1,115.86,115.86,public-disclosure-v3,official_annual_direct_consistent
600995.SH,南网储能,2025,Q_G_COST_REVENUE_RATE,auto_confirmed,1,65.0535,65.0535,public-disclosure-v3,official_annual_direct_consistent
600995.SH,南网储能,2025,Q_G_CURRENT_ASSET_TURNOVER,auto_confirmed,1,1.3236,1.3236,public-disclosure-v3,official_annual_direct_consistent
600995.SH,南网储能,2025,Q_G_DEBT_ASSET_RATE,auto_confirmed,2,54.61|54.6122,54.6122,public-disclosure-v3,consolidated_statement_year_end_derived
600995.SH,南网储能,2025,Q_G_EBITDA_INTEREST,auto_confirmed,1,6.5011,6.5011,public-disclosure-v3,official_annual_direct_consistent
600995.SH,南网储能,2025,Q_G_OPERATING_MARGIN,auto_confirmed,1,35.8639,35.8639,public-disclosure-v3,official_annual_direct_consistent
600995.SH,南网储能,2025,Q_G_OPERATING_PROFIT_GROWTH,auto_confirmed,1,40.8453,40.8453,public-disclosure-v3,official_annual_direct_consistent
600995.SH,南网储能,2025,Q_G_REVENUE_GROWTH,auto_confirmed,1,19.4919,19.4919,public-disclosure-v3,official_annual_direct_consistent
600995.SH,南网储能,2025,Q_G_ROA,auto_confirmed,1,5.6189,5.6189,public-disclosure-v3,official_annual_direct_consistent
600995.SH,南网储能,2025,Q_G_ROE,auto_confirmed,2,7.66,7.66,public-disclosure-v3,official_annual_direct_consistent
600995.SH,南网储能,2025,Q_G_TWO_FUNDS_RATE,auto_confirmed,1,13.4965,13.4965,public-disclosure-v3,official_annual_direct_consistent
600995.SH,南网储能,2025,Q_S_DIVIDEND_PER_SHARE,auto_confirmed,1,0.1171,0.1171,public-disclosure-v3,official_annual_direct_consistent
600995.SH,南网储能,2025,Q_S_RD_RATE,auto_confirmed,1,1.18,1.18,public-disclosure-v3,official_annual_direct_consistent
601126.SH,四方股份,2025,Q_G_AR_TURNOVER,auto_confirmed,1,6.2094,6.2094,public-disclosure-v3,official_annual_direct_consistent
601126.SH,四方股份,2025,Q_G_ASSET_TURNOVER,auto_confirmed,1,0.6899,0.6899,public-disclosure-v3,official_annual_direct_consistent
601126.SH,四方股份,2025,Q_G_CASH_CURRENT_LIABILITY,auto_confirmed,1,15.7241,15.7241,public-disclosure-v3,official_annual_direct_consistent
