company_code,company_name,report_year,document_type,source_url,published_date,title,headline,stock_id
00686.HK,BJ ENERGY INTL,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042300780.pdf,2026-04-23,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",1595
00689.HK,EPI (HOLDINGS),2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042902496.pdf,2026-04-29,Annual Report 2025,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",1601
00689.HK,EPI (HOLDINGS),0,listing_document,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0318/2026031801140.pdf,2026-03-18,Excess Application Form,Listing Documents - [Rights Issue],1601
00704.HK,HUSCOKE HLDGS,2024,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/0730/2025073000498.pdf,2025-07-30,2024/25 ANNUAL REPORT,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",1648
00819.HK,TIANNENG POWER,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0330/2026033000329.pdf,2026-03-30,ANNUAL REPORT 2025,Financial Statements/ESG Information - [Annual Report],15699
00819.HK,TIANNENG POWER,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0330/2026033000335.pdf,2026-03-30,"2025 Environmental, Social and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",15699
00836.HK,CHINA RES POWER,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042801637.pdf,2026-04-28,Annual Report 2025,Financial Statements/ESG Information - [Annual Report],6732
00836.HK,CHINA RES POWER,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042802417.pdf,2026-04-28,Sustainable Development Report 2025,"Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",6732
00866.HK,CHINA QINFA,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0427/2026042701905.pdf,2026-04-27,Annual Report 2025,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",34498
00931.HK,CHINA HK POWER,2026,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0724/2026072400746.pdf,2026-07-24,Annual report 2026,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",2224
00934.HK,SINOPEC KANTONS,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0417/2026041700608.pdf,2026-04-17,2025 Annual Report,Financial Statements/ESG Information - [Annual Report],2234
00934.HK,SINOPEC KANTONS,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0417/2026041700836.pdf,2026-04-17,"2025 Environmental, Social and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",2234
00951.HK,CHAOWEI POWER,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0424/2026042403282.pdf,2026-04-24,ANNUAL REPORT 2025,Financial Statements/ESG Information - [Annual Report],49562
00951.HK,CHAOWEI POWER,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0424/2026042403288.pdf,2026-04-24,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",49562
00968.HK,XINYI SOLAR,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043000976.pdf,2026-04-30,ANNUAL REPORT 2025,Financial Statements/ESG Information - [Annual Report],97365
00968.HK,XINYI SOLAR,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043001048.pdf,2026-04-30,"ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",97365
00975.HK,MONGOL MINING,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042800522.pdf,2026-04-28,ANNUAL REPORT 2025,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",53070
00975.HK,MONGOL MINING,0,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2025/1231/2025123101113.pdf,2025-12-31,"(1) RESIGNATION OF NON-EXECUTIVE DIRECTOR; (2) APPOINTMENT OF NON-EXECUTIVE DIRECTOR; AND (3) CHANGE IN COMPOSITION OF THE ENVIRONMENTAL, SOCIAL AND GOVERNANCE COMMITTEE",Announcements and Notices - [Change in Directors or of Important Executive Functions or Responsibilities],53070
01080.HK,SHENGLI PIPE,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0417/2026041700264.pdf,2026-04-17,2025 Annual Report,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",41571
01083.HK,TG SMART ENERGY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0420/2026042000330.pdf,2026-04-20,Annual Report 2025,Financial Statements/ESG Information - [Annual Report],10227
01083.HK,TG SMART ENERGY,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0420/2026042000372.pdf,2026-04-20,"Environmental, Social and Governance Report 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",10227
01193.HK,CHINA RES GAS,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043001092.pdf,2026-04-30,2025 ANNUAL REPORT,Financial Statements/ESG Information - [Annual Report],2663
01193.HK,CHINA RES GAS,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043001256.pdf,2026-04-30,"2025 Environmental, Social and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",2663
01205.HK,CITIC RESOURCES,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042900718.pdf,2026-04-29,ANNUAL REPORT 2025,Financial Statements/ESG Information - [Annual Report],2687
01205.HK,CITIC RESOURCES,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042901100.pdf,2026-04-29,"2025 ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",2687
01229.HK,NAN NAN RES,2026,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0723/2026072300346.pdf,2026-07-23,Annual Report 2026,Financial Statements/ESG Information - [Annual Report],2737
01229.HK,NAN NAN RES,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0723/2026072300366.pdf,2026-07-23,"Environmental, Social and Governance Report 2025/26","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",2737
01250.HK,SDHS NEW ENERGY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042302466.pdf,2026-04-23,2025 ANNUAL REPORT,Financial Statements/ESG Information - [Annual Report],89020
01250.HK,SDHS NEW ENERGY,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042302482.pdf,2026-04-23,"2025 ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",89020
01251.HK,SPT ENERGY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042800550.pdf,2026-04-28,2025 Annual Report,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",69788
01277.HK,KINETIC DEV,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0331/2026033104131.pdf,2026-03-31,Annual Report 2025,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",72926
01303.HK,HUILI RES,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0427/2026042701140.pdf,2026-04-27,2025 Annual Report,Financial Statements/ESG Information - [Annual Report],70370
01303.HK,HUILI RES,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0427/2026042701326.pdf,2026-04-27,"2025 Environmental, Social and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",70370
01393.HK,HIDILI INDUSTRY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043004226.pdf,2026-04-30,2025 Annual Report,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",17838
01407.HK,JY GAS,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042302956.pdf,2026-04-23,2025 Annual Report,Financial Statements/ESG Information - [Annual Report],1000172926
01407.HK,JY GAS,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042303182.pdf,2026-04-23,"Environmental, Social and Governance Report 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",1000172926
01555.HK,MIE HOLDINGS,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0420/2026042000474.pdf,2026-04-20,2025 ANNUAL REPORT,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",56570
01600.HK,TIAN LUN GAS,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0417/2026041701807.pdf,2026-04-17,ANNUAL REPORT 2025,Financial Statements/ESG Information - [Annual Report],54823
01600.HK,TIAN LUN GAS,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0417/2026041701823.pdf,2026-04-17,"Environmental, Social and Governance Report 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",54823
01608.HK,VPOWER GROUP,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043004010.pdf,2026-04-30,2025 ANNUAL REPORT,Financial Statements/ESG Information - [Annual Report],147351
01608.HK,VPOWER GROUP,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043004014.pdf,2026-04-30,2025 SUSTAINABILITY REPORT,"Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",147351
01621.HK,VICO INTL HLDGS,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0723/2026072300494.pdf,2026-07-23,Annual Report 2025/2026,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",176189
01623.HK,HILONG,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043000155.pdf,2026-04-30,Annual Report 2025,Financial Statements/ESG Information - [Annual Report],60408
01623.HK,HILONG,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0430/2026043000163.pdf,2026-04-30,"2025 Environmental, Social and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",60408
01713.HK,SICHUAN EN INV,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042904794.pdf,2026-04-29,Annual Report 2025,Financial Statements/ESG Information - [Annual Report],209536
01713.HK,SICHUAN EN INV,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042904912.pdf,2026-04-29,"2025 Environmental, Social & Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",209536
01733.HK,E-COMMODITIES,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042803613.pdf,2026-04-28,2025 ANNUAL REPORT,Financial Statements/ESG Information - [Annual Report],53011
01733.HK,E-COMMODITIES,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042803639.pdf,2026-04-28,"Environmental, Social and Governance Report 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",53011
01738.HK,FS ANTHRACITE,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042902172.pdf,2026-04-29,2025 Annual Report,Financial Statements/ESG Information - [Annual Report],99402
01738.HK,FS ANTHRACITE,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042902240.pdf,2026-04-29,"2025 Environmental, Social and Governance Report","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",99402
01798.HK,DATANG RENEW,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042802732.pdf,2026-04-28,2025 ANNUAL REPORT,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",56756
01799.HK,XINTE ENERGY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042804301.pdf,2026-04-28,Annual Report 2025,Financial Statements/ESG Information - [Annual Report],134803
01799.HK,XINTE ENERGY,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0428/2026042804331.pdf,2026-04-28,"2025 ENVIRONMENTAL, SOCIAL AND GOVERNANCE REPORT","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",134803
01811.HK,CGN NEW ENERGY,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042900758.pdf,2026-04-29,ANNUAL REPORT 2025,Financial Statements/ESG Information - [Annual Report],112365
01811.HK,CGN NEW ENERGY,2025,esg_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042901044.pdf,2026-04-29,"Environmental, Social and Governance Report 2025","Financial Statements/ESG Information - [Environmental, Social and Governance Information/Report]",112365
01878.HK,SOUTHGOBI,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042902945.pdf,2026-04-29,ANNUAL REPORT 2025,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",43259
01921.HK,DALIPAL HLDG,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0429/2026042901611.pdf,2026-04-29,2025 ANNUAL REPORT,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",1000001881
01938.HK,CHU KONG PIPE,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0423/2026042302216.pdf,2026-04-23,ANNUAL REPORT 2025,"Financial Statements/ESG Information - [Annual Report / Environmental, Social and Governance Information/Report]",44200
01940.HK,CGII HLDGS,2025,annual_report,https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0422/2026042200175.pdf,2026-04-22,Annual Report 2025,Financial Statements/ESG Information - [Annual Report],1000062362
