stock_code,chinese_name,chinese_short_name,company_summary,hsic_industry,hsic_sub_sector,csic_classification,listing_category,primary_market,incorporation_place,profile_updated_at,source_url,evidence_status
00346.HK,延長石油國際有限公司,延長石油國際,延長石油國際有限公司是一家主要從事石油業務的投資控股公司。該公司通過兩個分部運營。供應及採購業務分部從事石油相關產品的儲存、運輸、買賣及分銷業務。勘探、開採及營運業務分部從事石油及天然氣的勘探、開採、銷售及營運。,能源業 - 石油及天然氣,油氣生產商,,主要上市,,百慕達,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=346,candidate
00295.HK,江山控股有限公司,江山控股,江山控股有限公司是一家主要從事電力業務的投資控股公司。該公司通過三個分部運營。太陽能發電廠分部從事發電及電力銷售，以及提供太陽能發電廠運營及維護服務。金融服務分部從事提供貸款。液化天然氣分部從事買賣液化天然氣。,公用事業 - 公用事業,非傳統/ 可再生能源,,主要上市,,香港,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=295,candidate
00607.HK,豐盛控股有限公司,豐盛控股,豐盛控股有限公司是一家主要從事新能源業務的投資控股公司。 該公司通過五個分部經營業務。 新能源分部從事製造及銷售機械傳動設備產品及貨物交易。健康、教育及其他分部從事銷售健康及教育產品及提供相關服務以及銷售相關產品。物業分部從事投資、開發及銷售物業以及提供建築相關服務。旅遊分部從事酒店經營、銷售旅遊商品及提供相關服務。投資和金融服務分部從事持有及投資具有潛力或策略性用途之投資及金融產品。該分部亦從事提供投資及金融相關諮詢服務。,工業 - 工業工程,環保工程,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=607,candidate
09689.HK,金泰豐國際控股有限公司,金泰豐國際控股,金泰豐國際控股有限公司是一家主要從事成品油、燃料油及其他石化產品批發的投資控股公司。該公司的主營業務包括銷售成品油、其他石化產品以及調和及銷售燃料油。該公司的油品產品可以分為成品油，其他石化產品及燃料油。該公司的油品及石化產品主要用作運輸車輛、船舶及機器設備的燃料，於加油站作零售之用以及於精煉過程中作為煉油廠的原材料。該公司主要在中國市場經營業務。,能源業 - 石油及天然氣,油氣生產商,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=9689,candidate
01277.HK,力量發展集團有限公司,力量發展,力量發展集團有限公司是一家主要從事煤炭生產、洗、裝載、運輸及貿易業務的公司。該公司通過兩個分部開展業務。採煤分部主要從事採掘及銷售煤炭產品業務。其他分部主要包括物業及菸草業務。菸草業務主要爲香菸及手工雪茄產品。該公司還從事運輸業務和農牧業，包括種植、飼料加工、養殖、屠宰、食品加工、冷鮮配送、終端銷售。該公司主要在中國國內市場開展業務。,能源業 - 煤炭,煤炭,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1277,candidate
00002.HK,中電控股有限公司,中電控股,中電控股有限公司是一家主要從事發電及供電的投資控股公司。該公司擁有採用煤、天然氣、核能及可再生能源作為燃料的發電組合。該公司還經營輸配電、電力零售業務和智慧能源服務。該公司業務遍及香港、中國內地、澳洲、印度、東南亞及台灣市場。,公用事業 - 公用事業,常規電力,,主要上市,,香港,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=2,candidate
00650.HK,普達特科技有限公司,普達特科技,普達特科技有限公司是一間主要從事製造及銷售太陽能電池及半導體加工設備的投資控股公司。該公司通過兩個部門運營其業務。泛半導體分部從事太陽能電池及半導體加工設備的研發、製造及銷售。油氣及其他分部從事油氣、液化天然氣等的投資、運營和加工。,資訊科技業 - 半導體,半導體設備與材料,,主要上市,,百慕達,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=650,candidate
00196.HK,宏華集團有限公司,宏華集團,宏華集團有限公司是一家主要從事鑽探鑽機生產、油氣開採設備生產以及提供鑽井服務及壓裂業務的投資控股公司。該公司通過四個分部運營其業務。陸地鑽機分部從事全系列陸地鑽探鑽機的研發、製造與銷售。零部件及其他分部從事鑽完井設備核心零部件等其他產品的研發、製造與銷售。鑽井工程服務分部從事提供鑽完井一體化工程服務。壓裂業務分部從事提供綜合的鑽井供電、壓裂供電、電動壓裂裝備及施工服務一體化電動方案。該公司在國內和國外市場開展業務。,能源業 - 石油及天然氣,油氣設備與服務,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=196,candidate
01251.HK,華油能源集團有限公司,華油能源,華油能源集團有限公司是一家主要從事油田勘探開發、油田技術服務及新能源業務的投資控股公司。該公司主要通過四個分部運營其業務。鑽井分部從事提供鑽機服務、修井機服務、複雜井大修打撈服務、旋轉地質導向服務等。完井分部從事提供全面的完井設備、產品及服務，包括完井方案設計、完井工具貿易以及增產和壓裂服務。油藏分部從事提供地質研究及油藏研究服務、動態監測服務、試油試採服務、採油工藝服務及其他服務。其他分部從事天然氣銷售。該公司在國內和國外市場開展業務。,能源業 - 石油及天然氣,油氣設備與服務,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1251,candidate
01303.HK,滙力資源(集團)有限公司,滙力資源,滙力資源（集團）有限公司是一家主要從事煤炭業務的投資控股公司。該公司主要從事買賣煤炭、提供煤炭加工服務、煤炭供應鏈服務。該公司主要在國內市場開展業務。,能源業 - 煤炭,煤炭,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1303,candidate
01393.HK,恒鼎實業國際發展有限公司,恒鼎實業,恒鼎實業國際發展有限公司是一家主要从事煤炭開採、製造及銷售原煤及精煤的投資控股公司。該公司的產品主要包括精煤，及其副產品高灰動力煤以及其他產品。該公司主要在國內市場開展業務。,能源業 - 煤炭,煤炭,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1393,candidate
03800.HK,協鑫科技控股有限公司,協鑫科技,協鑫科技控股有限公司(原名：保利協鑫能源控股有限公司) 是一家主要從事光伏材料製造和銷售的投資控股公司。 公司通過三個部門運營業務。 光伏業務分部主要從事為於光伏行業營運的公司製造及銷售多晶硅及硅片產品。 新能源業務分部從事主要從事發展、興建、營運及管理光伏電站。光伏電站業務分部從事管理及營運光伏電站。,工業 - 工業工程,新能源物料,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=3800,candidate
01101.HK,中國華榮能源股份有限公司,華榮能源,中國華榮能源股份有限公司是一家主要從事能源勘探及生產業務的香港投資控股公司。該公司主要通過兩個分部運營業務。能源勘探及生產分部主要從事吉爾吉斯的原油銷售。油儲及貿易分部主要從事為燃油與其相關產品提供儲存缸及相關服務，並于中國貿易相關商品。,能源業 - 石油及天然氣,油氣生產商,,主要上市,,開曼群島,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=1101,candidate
08270.HK,中國煤層氣集團有限公司,中國煤層氣,中國煤層氣集團有限公司是一家主要從事天然氣及煤層氣開採、液化生產及銷售業務的投資控股公司。該公司還從事管道集輸，液化天然氣儲存和液化天然氣物流業務。該公司還提供液化天然氣相關工程及技術服務。,能源業 - 石油及天然氣,油氣生產商,,主要上市,,百慕達,2026年7月29日09:48,https://www.hkex.com.hk/Market-Data/Securities-Prices/Equities/Equities-Quote?sc_lang=zh-HK&sym=8270,candidate
