evaluation_year,report_year,historical_rank,stock_code,company_abbr,company_name,contact_name,company_city,exchange,st_flag,current_snapshot_status,historical_esg_score,source_file,source_value_row,source_score_row
2024,2023,60,000682.SZ,东方电子,东方电子股份有限公司,马燕,烟台,SZSE,False,matched,51.99,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,121,122
2024,2023,61,002249.SZ,大洋电机,中山大洋电机股份有限公司,李天平,中山,SZSE,False,matched,51.88,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,123,124
2024,2023,62,001289.SZ,龙源电力,龙源电力集团股份有限公司,马燕,北京,SZSE,False,matched,51.82,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,125,126
2024,2023,63,00392.HK,北京控股,北京控股有限公司,李天平,北京,HKEX,False,not_applicable,51.51,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,127,128
2024,2023,64,601088.SH,中国神华,中国神华能源股份有限公司,马燕,北京,SSE,False,matched,51.27,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,129,130
2024,2023,65,601898.SH,中煤能源,中国中煤能源股份有限公司,李天平,北京,SSE,False,matched,51.01,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,131,132
2024,2023,66,300118.SZ,东方日升,东方日升新能源股份有限公司,马燕,宁波,SZSE,False,matched,50.99,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,133,134
2024,2023,67,300693.SZ,盛弘股份,深圳市盛弘电气股份有限公司,李天平,深圳,SZSE,False,matched,50.78,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,135,136
2024,2023,68,600973.SH,宝胜股份,宝胜科技创新股份有限公司,马燕,扬州,SSE,False,matched,50.7,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,137,138
2024,2023,69,00639.HK,首钢资源,首钢福山资源集团有限公司,李天平,北京,HKEX,False,not_applicable,50.66,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,139,140
2024,2023,70,03668.HK,兖煤澳大利亚,兖煤澳大利亚有限公司,李天平,,HKEX,False,not_applicable,50.43,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,141,142
2024,2023,71,600885.SH,宏发股份,宏发科技股份有限公司,李天平,,SSE,False,matched,49.69,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,143,144
2024,2023,72,01250.HK,山高新能源,山高新能源集团有限公司,马燕,北京,HKEX,False,not_applicable,48.98,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,145,146
2024,2023,73,600028.SH,中国石化,中国石油化工股份有限公司,马燕,北京,SSE,False,matched,48.95,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,147,148
2024,2023,74,300882.SZ,万胜智能,浙江万胜智能科技股份有限公司,马燕,台州,SZSE,False,matched,48.79,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,149,150
2024,2023,75,600098.SH,广州发展,广州发展集团股份有限公司,马燕,广州,SSE,False,matched,48.61,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,151,152
2024,2023,76,601985.SH,中国核电,中国核能电力股份有限公司,马燕,北京,SSE,False,matched,48.41,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,153,154
2024,2023,77,000883.SZ,湖北能源,湖北能源集团股份有限公司,李天平,武汉,SZSE,False,matched,48.36,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,155,156
2024,2023,78,600871.SH,中石化油服,中石化石油工程技术服务股份有限公司,马燕,北京,SSE,False,matched,48.06,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,157,158
2024,2023,79,300105.SZ,龙源技术,烟台龙源电力技术股份有限公司,李天平,烟台,SZSE,False,matched,47.71,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,159,160
2024,2023,80,688032.SH,禾迈股份,杭州禾迈电力电子股份有限公司,马燕,杭州,SSE,False,matched,47.61,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,161,162
2024,2023,81,600635.SH,大众公用,上海大众公用事业(集团)股份有限公司,李天平,上海,SSE,False,matched,47.42,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,163,164
2024,2023,82,600032.SH,浙江新能,浙江省新能源投资集团股份有限公司,马燕,杭州,SSE,False,matched,47.33,2024中国能源上市公司可持续发展（ESG）客户名单(1).xlsx,165,166
